CountyFips,County,Year,Week,Week ending,Initial claims,Change from prior week,% change,,,,
69,WAHKIAKUM,2020,Week 06,02/09/20 - 02/15/20,2,-1,-33.3%,,,,
69,WAHKIAKUM,2020,Week 07,02/16/20 - 02/22/20,8,6,300.0%,,,,
69,WAHKIAKUM,2020,Week 08,02/23/20 - 02/29/20,6,-2,-25.0%,,,,
69,WAHKIAKUM,2020,Week 09,03/01/20 - 03/07/20,4,-2,-33.3%,,,,
69,WAHKIAKUM,2020,Week 10,03/08/20 - 03/14/20,3,-1,-25.0%,,,,
69,WAHKIAKUM,2020,Week 11,03/15/20 - 03/21/20,19,16,533.3%,,,,
69,WAHKIAKUM,2020,Week 12,03/22/20 - 03/28/20,27,8,42.1%,,,,
69,WAHKIAKUM,2020,Week 13,03/29/20 - 04/04/20,45,18,66.7%,,,,
69,WAHKIAKUM,2020,Week 14,04/05/20 - 04/11/20,34,-11,-24.4%,,,,
69,WAHKIAKUM,2020,Week 15,04/12/20 - 04/18/20,22,-12,-35.3%,,,,
71,WALLA WALLA,2020,Week 01,01/05/20 - 01/11/20,43,-10,-18.9%,,,,
71,WALLA WALLA,2020,Week 02,01/12/20 - 01/18/20,48,5,11.6%,,,,
71,WALLA WALLA,2020,Week 03,01/19/20 - 01/25/20,61,13,27.1%,,,,
71,WALLA WALLA,2020,Week 04,01/26/20 - 02/01/20,51,-10,-16.4%,,,,
71,WALLA WALLA,2020,Week 05,02/02/20 - 02/08/20,48,-3,-5.9%,,,,
71,WALLA WALLA,2020,Week 06,02/09/20 - 02/15/20,32,-16,-33.3%,,,,
71,WALLA WALLA,2020,Week 07,02/16/20 - 02/22/20,32,0,0.0%,,,,
71,WALLA WALLA,2020,Week 08,02/23/20 - 02/29/20,41,9,28.1%,,,,
71,WALLA WALLA,2020,Week 09,03/01/20 - 03/07/20,26,-15,-36.6%,,,,
71,WALLA WALLA,2020,Week 10,03/08/20 - 03/14/20,41,15,57.7%,,,,
71,WALLA WALLA,2020,Week 11,03/15/20 - 03/21/20,726,685,1670.7%,,,,
71,WALLA WALLA,2020,Week 12,03/22/20 - 03/28/20,904,178,24.5%,,,,
71,WALLA WALLA,2020,Week 13,03/29/20 - 04/04/20,952,48,5.3%,,,,
71,WALLA WALLA,2020,Week 14,04/05/20 - 04/11/20,510,-442,-46.4%,,,,
71,WALLA WALLA,2020,Week 15,04/12/20 - 04/18/20,366,-144,-28.2%,,,,
73,WHATCOM,2020,Week 01,01/05/20 - 01/11/20,305,22,7.8%,,,,
73,WHATCOM,2020,Week 02,01/12/20 - 01/18/20,474,169,55.4%,,,,
73,WHATCOM,2020,Week 03,01/19/20 - 01/25/20,366,-108,-22.8%,,,,
73,WHATCOM,2020,Week 04,01/26/20 - 02/01/20,209,-157,-42.9%,,,,
73,WHATCOM,2020,Week 05,02/02/20 - 02/08/20,247,38,18.2%,,,,
73,WHATCOM,2020,Week 06,02/09/20 - 02/15/20,241,-6,-2.4%,,,,
73,WHATCOM,2020,Week 07,02/16/20 - 02/22/20,185,-56,-23.2%,,,,
73,WHATCOM,2020,Week 08,02/23/20 - 02/29/20,181,-4,-2.2%,,,,
73,WHATCOM,2020,Week 09,03/01/20 - 03/07/20,198,17,9.4%,,,,
73,WHATCOM,2020,Week 10,03/08/20 - 03/14/20,238,40,20.2%,,,,
73,WHATCOM,2020,Week 11,03/15/20 - 03/21/20,4428,4190,1760.5%,,,,
73,WHATCOM,2020,Week 12,03/22/20 - 03/28/20,6268,1840,41.6%,,,,
73,WHATCOM,2020,Week 13,03/29/20 - 04/04/20,5885,-383,-6.1%,,,,
73,WHATCOM,2020,Week 14,04/05/20 - 04/11/20,3968,-1917,-32.6%,,,,
73,WHATCOM,2020,Week 15,04/12/20 - 04/18/20,2612,-1356,-34.2%,,,,
75,WHITMAN,2020,Week 01,01/05/20 - 01/11/20,18,6,50.0%,,,,
75,WHITMAN,2020,Week 02,01/12/20 - 01/18/20,19,1,5.6%,,,,
75,WHITMAN,2020,Week 03,01/19/20 - 01/25/20,21,2,10.5%,,,,
75,WHITMAN,2020,Week 04,01/26/20 - 02/01/20,18,-3,-14.3%,,,,
75,WHITMAN,2020,Week 05,02/02/20 - 02/08/20,11,-7,-38.9%,,,,
75,WHITMAN,2020,Week 06,02/09/20 - 02/15/20,11,0,0.0%,,,,
75,WHITMAN,2020,Week 07,02/16/20 - 02/22/20,9,-2,-18.2%,,,,
75,WHITMAN,2020,Week 08,02/23/20 - 02/29/20,13,4,44.4%,,,,
75,WHITMAN,2020,Week 09,03/01/20 - 03/07/20,8,-5,-38.5%,,,,
75,WHITMAN,2020,Week 10,03/08/20 - 03/14/20,11,3,37.5%,,,,
75,WHITMAN,2020,Week 11,03/15/20 - 03/21/20,282,271,2463.6%,,,,
75,WHITMAN,2020,Week 12,03/22/20 - 03/28/20,383,101,35.8%,,,,
75,WHITMAN,2020,Week 13,03/29/20 - 04/04/20,438,55,14.4%,,,,
75,WHITMAN,2020,Week 14,04/05/20 - 04/11/20,275,-163,-37.2%,,,,
75,WHITMAN,2020,Week 15,04/12/20 - 04/18/20,224,-51,-18.5%,,,,
77,YAKIMA,2020,Week 01,01/05/20 - 01/11/20,532,119,28.8%,,,,
77,YAKIMA,2020,Week 02,01/12/20 - 01/18/20,591,59,11.1%,,,,
77,YAKIMA,2020,Week 03,01/19/20 - 01/25/20,503,-88,-14.9%,,,,
77,YAKIMA,2020,Week 04,01/26/20 - 02/01/20,384,-119,-23.7%,,,,
77,YAKIMA,2020,Week 05,02/02/20 - 02/08/20,336,-48,-12.5%,,,,
77,YAKIMA,2020,Week 06,02/09/20 - 02/15/20,337,1,0.3%,,,,
77,YAKIMA,2020,Week 07,02/16/20 - 02/22/20,354,17,5.0%,,,,
77,YAKIMA,2020,Week 08,02/23/20 - 02/29/20,353,-1,-0.3%,,,,
77,YAKIMA,2020,Week 09,03/01/20 - 03/07/20,339,-14,-4.0%,,,,
77,YAKIMA,2020,Week 10,03/08/20 - 03/14/20,265,-74,-21.8%,,,,
77,YAKIMA,2020,Week 11,03/15/20 - 03/21/20,2817,2552,963.0%,,,,
77,YAKIMA,2020,Week 12,03/22/20 - 03/28/20,4195,1378,48.9%,,,,
77,YAKIMA,2020,Week 13,03/29/20 - 04/04/20,4008,-187,-4.5%,,,,
77,YAKIMA,2020,Week 14,04/05/20 - 04/11/20,3167,-841,-21.0%,,,,
77,YAKIMA,2020,Week 15,04/12/20 - 04/18/20,2241,-926,-29.2%,,,,
