state_name,state_fips,state_abbrev,county_name,county_fips,year,month,continued_claims,initial_claims
Washington,53,WA,Whitman,53075,2019,11,82,59
Washington,53,WA,Whitman,53075,2019,12,114,62
Washington,53,WA,Whitman,53075,2020,1,123,79
Washington,53,WA,Whitman,53075,2020,2,121,34
Washington,53,WA,Yakima,53077,2019,1,5855,1703
Washington,53,WA,Yakima,53077,2019,2,5838,2138
Washington,53,WA,Yakima,53077,2019,3,5779,1264
Washington,53,WA,Yakima,53077,2019,4,3929,1205
Washington,53,WA,Yakima,53077,2019,5,2948,1252
Washington,53,WA,Yakima,53077,2019,6,2584,957
Washington,53,WA,Yakima,53077,2019,7,2214,1226
Washington,53,WA,Yakima,53077,2019,8,2577,1383
Washington,53,WA,Yakima,53077,2019,9,1905,859
Washington,53,WA,Yakima,53077,2019,10,1837,1654
Washington,53,WA,Yakima,53077,2019,11,3375,3176
Washington,53,WA,Yakima,53077,2019,12,5453,3042
Washington,53,WA,Yakima,53077,2020,1,6020,2030
Washington,53,WA,Yakima,53077,2020,2,4823,1080
