State Weekly Claims for Unemplyment Insurance Data Not Seasonally Adjusted,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,,,
Oklahoma,29/3/2014,"1,605",22/3/2014,"17,492","1,498,853",1.17,,,
Oklahoma,22/3/2014,"1,630",15/3/2014,"17,228","1,498,853",1.15,,,
Oklahoma,15/3/2014,"1,783",8/3/2014,"17,703","1,498,853",1.18,,,
Oklahoma,8/3/2014,"1,415",1/3/2014,"18,058","1,498,853",1.2,,,
Oklahoma,1/3/2014,"1,578",22/2/2014,"18,221","1,498,853",1.22,,,
Oklahoma,22/2/2014,"1,390",15/2/2014,"18,588","1,498,853",1.24,,,
Oklahoma,15/2/2014,"1,700",8/2/2014,"19,244","1,498,853",1.28,,,
Oklahoma,8/2/2014,"2,107",1/2/2014,"19,330","1,498,853",1.29,,,
Oklahoma,1/2/2014,"1,810",25/1/2014,"19,201","1,498,853",1.28,,,
Oklahoma,25/1/2014,"1,749",18/1/2014,"19,057","1,498,853",1.27,,,
Oklahoma,18/1/2014,"1,932",11/1/2014,"19,549","1,498,853",1.3,,,
Oklahoma,11/1/2014,"2,505",4/1/2014,"20,966","1,498,853",1.4,,,
Oklahoma,4/1/2014,"1,834",28/12/2013,"20,315","1,493,404",1.36,,,
Oklahoma,28/12/2013,"2,207",21/12/2013,"18,608","1,493,404",1.25,,,
Oklahoma,21/12/2013,"2,985",14/12/2013,"18,855","1,493,404",1.26,,,
Oklahoma,14/12/2013,"2,239",7/12/2013,"18,868","1,493,404",1.26,,,
Oklahoma,7/12/2013,"1,818",30/11/2013,"19,394","1,493,404",1.3,,,
Oklahoma,30/11/2013,"1,257",23/11/2013,"18,373","1,493,404",1.23,,,
Oklahoma,23/11/2013,"2,234",16/11/2013,"18,633","1,493,404",1.25,,,
Oklahoma,16/11/2013,"1,621",9/11/2013,"18,457","1,493,404",1.24,,,
Oklahoma,9/11/2013,"2,040",2/11/2013,"18,628","1,493,404",1.25,,,
Oklahoma,2/11/2013,"1,763",26/10/2013,"18,300","1,493,404",1.23,,,
Oklahoma,26/10/2013,"1,852",19/10/2013,"18,701","1,493,404",1.25,,,
Oklahoma,19/10/2013,"1,828",12/10/2013,"18,801","1,493,404",1.26,,,
Oklahoma,12/10/2013,"2,295",5/10/2013,"19,268","1,493,404",1.29,,,
Oklahoma,5/10/2013,"2,214",28/9/2013,"18,530","1,489,701",1.24,,,
Oklahoma,28/9/2013,"1,669",21/9/2013,"18,717","1,489,701",1.26,,,
Oklahoma,21/9/2013,"1,682",14/9/2013,"18,854","1,489,701",1.27,,,
Oklahoma,14/9/2013,"1,892",7/9/2013,"19,279","1,489,701",1.29,,,
Oklahoma,7/9/2013,"2,331",31/8/2013,"19,180","1,489,701",1.29,,,
Oklahoma,31/8/2013,"1,730",24/8/2013,"19,502","1,489,701",1.31,,,
Oklahoma,24/8/2013,"1,857",17/8/2013,"19,850","1,489,701",1.33,,,
Oklahoma,17/8/2013,"1,772",10/8/2013,"20,197","1,489,701",1.36,,,
Oklahoma,10/8/2013,"1,804",3/8/2013,"20,653","1,489,701",1.39,,,
Oklahoma,3/8/2013,"2,041",27/7/2013,"20,666","1,489,701",1.39,,,
Oklahoma,27/7/2013,"1,786",20/7/2013,"20,740","1,489,701",1.39,,,
Oklahoma,20/7/2013,"1,859",13/7/2013,"21,148","1,489,701",1.42,,,
Oklahoma,13/7/2013,"2,387",6/7/2013,"21,348","1,489,701",1.43,,,
Oklahoma,6/7/2013,"1,769",29/6/2013,"20,902","1,480,980",1.41,,,
Oklahoma,29/6/2013,"1,968",22/6/2013,"20,788","1,480,980",1.4,,,
Oklahoma,22/6/2013,"1,909",15/6/2013,"20,630","1,480,980",1.39,,,
Oklahoma,15/6/2013,"2,042",8/6/2013,"20,685","1,480,980",1.4,,,
Oklahoma,8/6/2013,"2,214",1/6/2013,"20,654","1,480,980",1.39,,,
Oklahoma,1/6/2013,"1,966",25/5/2013,"20,182","1,480,980",1.36,,,
Oklahoma,25/5/2013,"2,043",18/5/2013,"19,941","1,480,980",1.35,,,
Oklahoma,18/5/2013,"2,116",11/5/2013,"19,935","1,480,980",1.35,,,
Oklahoma,11/5/2013,"2,025",4/5/2013,"20,013","1,480,980",1.35,,,
Oklahoma,4/5/2013,"1,898",27/4/2013,"20,040","1,480,980",1.35,,,
Oklahoma,27/4/2013,"1,847",20/4/2013,"20,090","1,480,980",1.36,,,
Oklahoma,20/4/2013,"2,061",13/4/2013,"20,235","1,480,980",1.37,,,
Oklahoma,13/4/2013,"2,043",6/4/2013,"20,194","1,480,980",1.36,,,
Oklahoma,6/4/2013,"2,122",30/3/2013,"20,504","1,474,621",1.39,,,
Oklahoma,30/3/2013,"1,718",23/3/2013,"20,600","1,474,621",1.4,,,
Oklahoma,23/3/2013,"2,446",16/3/2013,"20,461","1,474,621",1.39,,,
Oklahoma,16/3/2013,"1,758",9/3/2013,"20,659","1,474,621",1.4,,,
Oklahoma,9/3/2013,"1,807",2/3/2013,"21,569","1,474,621",1.46,,,
Oklahoma,2/3/2013,"2,016",23/2/2013,"21,386","1,474,621",1.45,,,
Oklahoma,23/2/2013,"1,762",16/2/2013,"21,755","1,474,621",1.48,,,
Oklahoma,16/2/2013,"1,952",9/2/2013,"22,148","1,474,621",1.5,,,
Oklahoma,9/2/2013,"2,305",2/2/2013,"22,665","1,474,621",1.54,,,
Oklahoma,2/2/2013,"2,194",26/1/2013,"22,544","1,474,621",1.53,,,
Oklahoma,26/1/2013,"1,987",19/1/2013,"22,556","1,474,621",1.53,,,
Oklahoma,19/1/2013,"2,425",12/1/2013,"22,563","1,474,621",1.53,,,
Oklahoma,12/1/2013,"2,808",5/1/2013,"23,794","1,474,621",1.61,,,
Oklahoma,5/1/2013,"2,105",29/12/2012,"23,558","1,466,450",1.61,,,
Oklahoma,29/12/2012,"1,726",22/12/2012,"21,981","1,466,450",1.5,,,
Oklahoma,22/12/2012,"3,508",15/12/2012,"22,222","1,466,450",1.52,,,
Oklahoma,15/12/2012,"2,310",8/12/2012,"21,911","1,466,450",1.49,,,
Oklahoma,8/12/2012,"2,135",1/12/2012,"22,107","1,466,450",1.51,,,
Oklahoma,1/12/2012,"2,410",24/11/2012,"22,094","1,466,450",1.51,,,
Oklahoma,24/11/2012,"2,292",17/11/2012,"21,041","1,466,450",1.43,,,
Oklahoma,17/11/2012,"2,054",10/11/2012,"21,200","1,466,450",1.45,,,
Oklahoma,10/11/2012,"1,974",3/11/2012,"21,502","1,466,450",1.47,,,
Oklahoma,3/11/2012,"1,874",27/10/2012,"21,319","1,466,450",1.45,,,
Oklahoma,27/10/2012,"1,914",20/10/2012,"21,262","1,466,450",1.45,,,
Oklahoma,20/10/2012,"1,971",13/10/2012,"21,541","1,466,450",1.47,,,
Oklahoma,13/10/2012,"2,345",6/10/2012,"21,398","1,466,450",1.46,,,
Oklahoma,6/10/2012,"2,184",29/9/2012,"22,025","1,453,246",1.52,,,
Oklahoma,29/9/2012,"2,034",22/9/2012,"21,806","1,453,246",1.5,,,
Oklahoma,22/9/2012,"2,060",15/9/2012,"21,993","1,453,246",1.51,,,
Oklahoma,15/9/2012,"2,131",8/9/2012,"22,239","1,453,246",1.53,,,
Oklahoma,8/9/2012,"2,097",1/9/2012,"22,404","1,453,246",1.54,,,
Oklahoma,1/9/2012,"2,081",25/8/2012,"22,495","1,453,246",1.55,,,
Oklahoma,25/8/2012,"2,246",18/8/2012,"22,910","1,453,246",1.58,,,
Oklahoma,18/8/2012,"2,391",11/8/2012,"22,969","1,453,246",1.58,,,
Oklahoma,11/8/2012,"2,539",4/8/2012,"23,575","1,453,246",1.62,,,
Oklahoma,4/8/2012,"2,238",28/7/2012,"23,460","1,453,246",1.61,,,
Oklahoma,28/7/2012,"2,343",21/7/2012,"23,357","1,453,246",1.61,,,
Oklahoma,21/7/2012,"2,302",14/7/2012,"23,896","1,453,246",1.64,,,
Oklahoma,14/7/2012,"2,446",7/7/2012,"23,997","1,453,246",1.65,,,
Oklahoma,7/7/2012,"2,326",30/6/2012,"23,261","1,446,905",1.61,,,
Oklahoma,30/6/2012,"2,997",23/6/2012,"23,114","1,446,905",1.6,,,
Oklahoma,23/6/2012,"2,154",16/6/2012,"23,058","1,446,905",1.59,,,
Oklahoma,16/6/2012,"2,321",9/6/2012,"23,033","1,446,905",1.59,,,
Oklahoma,9/6/2012,"2,525",2/6/2012,"23,272","1,446,905",1.61,,,
Oklahoma,2/6/2012,"2,450",26/5/2012,"22,470","1,446,905",1.55,,,
Oklahoma,26/5/2012,"2,546",19/5/2012,"22,353","1,446,905",1.54,,,
Oklahoma,19/5/2012,"2,542",12/5/2012,"22,109","1,446,905",1.53,,,
Oklahoma,12/5/2012,"2,551",5/5/2012,"22,377","1,446,905",1.55,,,
Oklahoma,5/5/2012,"2,593",28/4/2012,"22,128","1,446,905",1.53,,,
Oklahoma,28/4/2012,"2,199",21/4/2012,"22,191","1,446,905",1.53,,,
Oklahoma,21/4/2012,"2,701",14/4/2012,"22,532","1,446,905",1.56,,,
Oklahoma,14/4/2012,"2,701",7/4/2012,"22,532","1,446,905",1.56,,,
Oklahoma,7/4/2012,"3,131",31/3/2012,"23,071","1,440,109",1.6,,,
Oklahoma,31/3/2012,"2,490",24/3/2012,"23,320","1,440,109",1.62,,,
Oklahoma,24/3/2012,"2,391",17/3/2012,"22,903","1,440,109",1.59,,,
Oklahoma,17/3/2012,"2,472",10/3/2012,"22,885","1,440,109",1.59,,,
Oklahoma,10/3/2012,"2,338",3/3/2012,"23,640","1,440,109",1.64,,,
Oklahoma,3/3/2012,"2,438",25/2/2012,"23,828","1,440,109",1.65,,,
Oklahoma,25/2/2012,"2,470",18/2/2012,"24,066","1,440,109",1.67,,,
Oklahoma,18/2/2012,"2,284",11/2/2012,"24,142","1,440,109",1.68,,,
Oklahoma,11/2/2012,"2,284",4/2/2012,"24,933","1,440,109",1.73,,,
Oklahoma,4/2/2012,"2,697",28/1/2012,"24,894","1,440,109",1.73,,,
Oklahoma,28/1/2012,"2,739",21/1/2012,"25,090","1,440,109",1.74,,,
Oklahoma,21/1/2012,"4,092",14/1/2012,"26,735","1,440,109",1.86,,,
Oklahoma,14/1/2012,"3,694",7/1/2012,"26,731","1,440,109",1.86,,,
Oklahoma,7/1/2012,"3,582",31/12/2011,"26,080","1,435,329",1.82,,,
Oklahoma,31/12/2011,"2,893",24/12/2011,"25,138","1,435,329",1.75,,,
Oklahoma,24/12/2011,"3,729",17/12/2011,"24,584","1,435,329",1.71,,,
Oklahoma,17/12/2011,"3,325",10/12/2011,"24,554","1,435,329",1.71,,,
Oklahoma,10/12/2011,"2,934",3/12/2011,"24,527","1,435,329",1.71,,,
Oklahoma,3/12/2011,"3,245",26/11/2011,"25,359","1,435,329",1.77,,,
Oklahoma,26/11/2011,"2,599",19/11/2011,"23,478","1,435,329",1.64,,,
Oklahoma,19/11/2011,"2,230",12/11/2011,"23,286","1,435,329",1.62,,,
Oklahoma,12/11/2011,"2,230",5/11/2011,"23,286","1,435,329",1.62,,,
Oklahoma,5/11/2011,"2,670",29/10/2011,"23,341","1,435,329",1.63,,,
Oklahoma,29/10/2011,"2,352",22/10/2011,"23,190","1,435,329",1.62,,,
Oklahoma,22/10/2011,"2,508",15/10/2011,"23,536","1,435,329",1.64,,,
Oklahoma,15/10/2011,"2,615",8/10/2011,"23,274","1,435,329",1.62,,,
Oklahoma,8/10/2011,"3,029",1/10/2011,"23,327","1,435,329",1.63,,,
Oklahoma,1/10/2011,"2,278",24/9/2011,"23,421","1,432,018",1.64,,,
Oklahoma,24/9/2011,"2,349",17/9/2011,"23,704","1,432,018",1.66,,,
Oklahoma,17/9/2011,"2,345",10/9/2011,"24,064","1,432,018",1.68,,,
Oklahoma,10/9/2011,"2,079",3/9/2011,"24,526","1,432,018",1.71,,,
Oklahoma,3/9/2011,"2,608",27/8/2011,"24,614","1,432,018",1.72,,,
Oklahoma,27/8/2011,"2,455",20/8/2011,"25,328","1,432,018",1.77,,,
Oklahoma,20/8/2011,"2,478",13/8/2011,"25,724","1,432,018",1.8,,,
Oklahoma,13/8/2011,"2,601",6/8/2011,"25,760","1,432,018",1.8,,,
Oklahoma,6/8/2011,"2,725",30/7/2011,"26,055","1,432,018",1.82,,,
Oklahoma,30/7/2011,"2,536",23/7/2011,"26,015","1,432,018",1.82,,,
Oklahoma,23/7/2011,"2,671",16/7/2011,"26,162","1,432,018",1.83,,,
Oklahoma,16/7/2011,"2,840",9/7/2011,"26,620","1,432,018",1.86,,,
Oklahoma,9/7/2011,"3,707",2/7/2011,"25,763","1,432,018",1.8,,,
Oklahoma,2/7/2011,"2,761",25/6/2011,"26,047","1,428,562",1.82,,,
Oklahoma,25/6/2011,"2,581",18/6/2011,"26,015","1,428,562",1.82,,,
Oklahoma,18/6/2011,"2,653",11/6/2011,"26,181","1,428,562",1.83,,,
Oklahoma,11/6/2011,"2,930",4/6/2011,"26,730","1,428,562",1.87,,,
Oklahoma,4/6/2011,"2,985",28/5/2011,"25,982","1,428,562",1.82,,,
Oklahoma,28/5/2011,"2,893",21/5/2011,"25,747","1,428,562",1.8,,,
Oklahoma,21/5/2011,"2,710",14/5/2011,"25,813","1,428,562",1.81,,,
Oklahoma,14/5/2011,"2,876",7/5/2011,"26,152","1,428,562",1.83,,,
Oklahoma,7/5/2011,"3,112",30/4/2011,"26,499","1,428,562",1.85,,,
Oklahoma,30/4/2011,"2,709",23/4/2011,"26,134","1,428,562",1.83,,,
Oklahoma,23/4/2011,"3,049",16/4/2011,"25,887","1,428,562",1.81,,,
Oklahoma,16/4/2011,"2,966",9/4/2011,"26,079","1,428,562",1.83,,,
Oklahoma,9/4/2011,"2,928",2/4/2011,"26,816","1,428,562",1.88,,,
Oklahoma,2/4/2011,"2,787",26/3/2011,"27,293","1,429,238",1.91,,,
Oklahoma,26/3/2011,"2,639",19/3/2011,"28,840","1,429,238",2.02,,,
Oklahoma,19/3/2011,"3,328",12/3/2011,"29,269","1,429,238",2.05,,,
Oklahoma,12/3/2011,"3,527",5/3/2011,"30,290","1,429,238",2.12,,,
Oklahoma,5/3/2011,"3,875",26/2/2011,"29,668","1,429,238",2.08,,,
Oklahoma,26/2/2011,"2,790",19/2/2011,"30,065","1,429,238",2.1,,,
Oklahoma,19/2/2011,"3,047",12/2/2011,"31,010","1,429,238",2.17,,,
Oklahoma,12/2/2011,"4,293",5/2/2011,"31,803","1,429,238",2.23,,,
Oklahoma,5/2/2011,"3,387",29/1/2011,"30,223","1,429,238",2.11,,,
Oklahoma,29/1/2011,"3,656",22/1/2011,"31,076","1,429,238",2.17,,,
Oklahoma,22/1/2011,"3,323",15/1/2011,"31,043","1,429,238",2.17,,,
Oklahoma,15/1/2011,"3,653",8/1/2011,"30,955","1,429,238",2.17,,,
Oklahoma,8/1/2011,"4,460",1/1/2011,"31,967","1,429,238",2.24,,,
Oklahoma,1/1/2011,"3,338",25/12/2010,"31,448","1,432,777",2.19,,,
Oklahoma,25/12/2010,"2,847",18/12/2010,"29,973","1,432,777",2.09,,,
Oklahoma,18/12/2010,"4,486",11/12/2010,"30,303","1,432,777",2.11,,,
Oklahoma,11/12/2010,"2,895",4/12/2010,"30,772","1,432,777",2.15,,,
Oklahoma,4/12/2010,"3,537",27/11/2010,"31,149","1,432,777",2.17,,,
Oklahoma,27/11/2010,"2,398",20/11/2010,"30,152","1,432,777",2.1,,,
Oklahoma,20/11/2010,"3,886",13/11/2010,"27,988","1,432,777",1.95,,,
Oklahoma,13/11/2010,"2,848",6/11/2010,"30,123","1,432,777",2.1,,,
Oklahoma,6/11/2010,"3,225",30/10/2010,"30,559","1,432,777",2.13,,,
Oklahoma,30/10/2010,"3,027",23/10/2010,"30,223","1,432,777",2.11,,,
Oklahoma,23/10/2010,"3,032",16/10/2010,"30,016","1,432,777",2.09,,,
Oklahoma,16/10/2010,"3,285",9/10/2010,"30,079","1,432,777",2.1,,,
Oklahoma,9/10/2010,"3,208",2/10/2010,"30,531","1,432,777",2.13,,,
Oklahoma,2/10/2010,"2,920",25/9/2010,"30,513","1,446,273",2.11,,,
Oklahoma,25/9/2010,"2,975",18/9/2010,"30,948","1,446,273",2.14,,,
Oklahoma,18/9/2010,"3,167",11/9/2010,"31,345","1,446,273",2.17,,,
Oklahoma,11/9/2010,"2,663",4/9/2010,"35,847","1,446,273",2.48,,,
Oklahoma,4/9/2010,"3,098",28/8/2010,"31,883","1,446,273",2.2,,,
Oklahoma,28/8/2010,"3,069",21/8/2010,"32,312","1,446,273",2.23,,,
Oklahoma,21/8/2010,"3,349",14/8/2010,"32,637","1,446,273",2.26,,,
Oklahoma,14/8/2010,"3,350",7/8/2010,"33,237","1,446,273",2.3,,,
Oklahoma,7/8/2010,"3,573",31/7/2010,"33,574","1,446,273",2.32,,,
Oklahoma,31/7/2010,"3,371",24/7/2010,"32,805","1,446,273",2.27,,,
Oklahoma,24/7/2010,"3,316",17/7/2010,"33,644","1,446,273",2.33,,,
Oklahoma,17/7/2010,"3,348",10/7/2010,"33,833","1,446,273",2.34,,,
Oklahoma,10/7/2010,"3,209",3/7/2010,"35,512","1,446,273",2.46,,,
Oklahoma,3/7/2010,"3,321",26/6/2010,"33,214","1,465,592",2.27,,,
Oklahoma,26/6/2010,"3,266",19/6/2010,"32,992","1,465,592",2.25,,,
Oklahoma,19/6/2010,"3,179",12/6/2010,"33,280","1,465,592",2.27,,,
Oklahoma,12/6/2010,"3,539",5/6/2010,"33,482","1,465,592",2.28,,,
Oklahoma,5/6/2010,"3,477",29/5/2010,"35,558","1,465,592",2.43,,,
Oklahoma,29/5/2010,"3,721",22/5/2010,"33,796","1,465,592",2.31,,,
Oklahoma,22/5/2010,"3,995",15/5/2010,"33,848","1,465,592",2.31,,,
Oklahoma,15/5/2010,"3,313",8/5/2010,"33,529","1,465,592",2.29,,,
Oklahoma,8/5/2010,"3,186",1/5/2010,"34,172","1,465,592",2.33,,,
Oklahoma,1/5/2010,"3,339",24/4/2010,"34,256","1,465,592",2.34,,,
Oklahoma,24/4/2010,"3,558",17/4/2010,"34,702","1,465,592",2.37,,,
Oklahoma,17/4/2010,"3,200",10/4/2010,"35,037","1,465,592",2.39,,,
Oklahoma,10/4/2010,"3,333",3/4/2010,"35,851","1,465,592",2.45,,,
Oklahoma,3/4/2010,"3,445",27/3/2010,"36,487","1,484,531",2.46,,,
Oklahoma,27/3/2010,"3,358",20/3/2010,"37,591","1,484,531",2.53,,,
Oklahoma,20/3/2010,"4,628",13/3/2010,"37,079","1,484,531",2.5,,,
Oklahoma,13/3/2010,"3,476",6/3/2010,"37,682","1,484,531",2.54,,,
Oklahoma,6/3/2010,"3,332",27/2/2010,"39,726","1,484,531",2.68,,,
Oklahoma,27/2/2010,"3,850",20/2/2010,"40,383","1,484,531",2.72,,,
Oklahoma,20/2/2010,"3,642",13/2/2010,"42,371","1,484,531",2.85,,,
Oklahoma,13/2/2010,"4,557",6/2/2010,"40,082","1,484,531",2.7,,,
Oklahoma,6/2/2010,"4,572",30/1/2010,"40,793","1,484,531",2.75,,,
Oklahoma,30/1/2010,"3,326",23/1/2010,"39,572","1,484,531",2.67,,,
Oklahoma,23/1/2010,"4,029",16/1/2010,"43,160","1,484,531",2.91,,,
Oklahoma,16/1/2010,"4,823",9/1/2010,"41,022","1,484,531",2.76,,,
Oklahoma,9/1/2010,"5,302",2/1/2010,"43,962","1,484,531",2.96,,,
Oklahoma,2/1/2010,"4,216",26/12/2009,"41,058","1,498,829",2.74,,,
Oklahoma,26/12/2009,"4,086",19/12/2009,"39,237","1,498,829",2.62,,,
Oklahoma,19/12/2009,"5,332",12/12/2009,"39,113","1,498,829",2.61,,,
Oklahoma,12/12/2009,"4,041",5/12/2009,"41,266","1,498,829",2.75,,,
Oklahoma,5/12/2009,"4,325",28/11/2009,"41,255","1,498,829",2.75,,,
Oklahoma,28/11/2009,"3,573",21/11/2009,"38,777","1,498,829",2.59,,,
Oklahoma,21/11/2009,"4,546",14/11/2009,"39,696","1,498,829",2.65,,,
Oklahoma,14/11/2009,"3,404",7/11/2009,"40,563","1,498,829",2.71,,,
Oklahoma,7/11/2009,"3,941",31/10/2009,"42,044","1,498,829",2.81,,,
Oklahoma,31/10/2009,"3,553",24/10/2009,"41,177","1,498,829",2.75,,,
Oklahoma,24/10/2009,"3,816",17/10/2009,"42,345","1,498,829",2.83,,,
Oklahoma,17/10/2009,"3,504",10/10/2009,"41,553","1,498,829",2.77,,,
Oklahoma,10/10/2009,"4,041",3/10/2009,"42,568","1,498,829",2.84,,,
Oklahoma,3/10/2009,"3,422",26/9/2009,"43,055","1,508,165",2.85,,,
Oklahoma,26/9/2009,"3,700",19/9/2009,"43,662","1,508,165",2.9,,,
Oklahoma,19/9/2009,"3,543",12/9/2009,"44,323","1,508,165",2.94,,,
Oklahoma,12/9/2009,"3,238",5/9/2009,"46,789","1,508,165",3.1,,,
Oklahoma,5/9/2009,"4,513",29/8/2009,"43,321","1,508,165",2.87,,,
Oklahoma,29/8/2009,"4,170",22/8/2009,"41,953","1,508,165",2.78,,,
Oklahoma,22/8/2009,"3,652",15/8/2009,"45,809","1,508,165",3.04,,,
Oklahoma,15/8/2009,"4,358",8/8/2009,"48,011","1,508,165",3.18,,,
Oklahoma,8/8/2009,"4,318",1/8/2009,"49,218","1,508,165",3.26,,,
Oklahoma,1/8/2009,"3,847",25/7/2009,"47,345","1,508,165",3.14,,,
Oklahoma,25/7/2009,"4,418",18/7/2009,"45,809","1,508,165",3.04,,,
Oklahoma,18/7/2009,"3,774",11/7/2009,"52,435","1,508,165",3.48,,,
Oklahoma,11/7/2009,"4,180",4/7/2009,"45,939","1,508,165",3.05,,,
Oklahoma,4/7/2009,"3,812",27/6/2009,"46,179","1,505,291",3.07,,,
Oklahoma,27/6/2009,"4,341",20/6/2009,"47,571","1,505,291",3.16,,,
Oklahoma,20/6/2009,"3,878",13/6/2009,"44,820","1,505,291",2.98,,,
Oklahoma,13/6/2009,"3,994",6/6/2009,"48,287","1,505,291",3.21,,,
Oklahoma,6/6/2009,"4,073",30/5/2009,"46,890","1,505,291",3.12,,,
Oklahoma,30/5/2009,"3,708",23/5/2009,"50,657","1,505,291",3.37,,,
Oklahoma,23/5/2009,"5,154",16/5/2009,"47,206","1,505,291",3.14,,,
Oklahoma,16/5/2009,"4,562",9/5/2009,"46,636","1,505,291",3.1,,,
Oklahoma,9/5/2009,"4,089",2/5/2009,"46,622","1,505,291",3.1,,,
Oklahoma,2/5/2009,"5,173",25/4/2009,"44,541","1,505,291",2.96,,,
Oklahoma,25/4/2009,"4,999",18/4/2009,"41,922","1,505,291",2.78,,,
Oklahoma,18/4/2009,"4,827",11/4/2009,"42,216","1,505,291",2.8,,,
Oklahoma,11/4/2009,"4,695",4/4/2009,"42,017","1,505,291",2.79,,,
Oklahoma,4/4/2009,"5,230",28/3/2009,"39,783","1,501,413",2.65,,,
Oklahoma,28/3/2009,"5,115",21/3/2009,"40,080","1,501,413",2.67,,,
Oklahoma,21/3/2009,"5,707",14/3/2009,"38,824","1,501,413",2.59,,,
Oklahoma,14/3/2009,"4,301",7/3/2009,"35,750","1,501,413",2.38,,,
Oklahoma,7/3/2009,"4,755",28/2/2009,"35,388","1,501,413",2.36,,,
Oklahoma,28/2/2009,"4,812",21/2/2009,"37,754","1,501,413",2.51,,,
Oklahoma,21/2/2009,"5,276",14/2/2009,"35,182","1,501,413",2.34,,,
Oklahoma,14/2/2009,"4,059",7/2/2009,"34,130","1,501,413",2.27,,,
Oklahoma,7/2/2009,"4,674",31/1/2009,"33,906","1,501,413",2.26,,,
Oklahoma,31/1/2009,"3,848",24/1/2009,"32,647","1,501,413",2.17,,,
Oklahoma,24/1/2009,"5,047",17/1/2009,"30,801","1,501,413",2.05,,,
Oklahoma,17/1/2009,"4,641",10/1/2009,"29,660","1,501,413",1.98,,,
Oklahoma,10/1/2009,"6,196",3/1/2009,"30,905","1,501,413",2.06,,,
Oklahoma,3/1/2009,"3,872",27/12/2008,"27,342","1,496,081",1.83,,,
Oklahoma,27/12/2008,"4,466",20/12/2008,"25,025","1,496,081",1.67,,,
Oklahoma,20/12/2008,"4,934",13/12/2008,"23,512","1,496,081",1.57,,,
Oklahoma,13/12/2008,"4,728",6/12/2008,"22,602","1,496,081",1.51,,,
Oklahoma,6/12/2008,"4,088",29/11/2008,"23,037","1,496,081",1.54,,,
Oklahoma,29/11/2008,"3,138",22/11/2008,"20,992","1,496,081",1.4,,,
Oklahoma,22/11/2008,"4,431",15/11/2008,"20,067","1,496,081",1.34,,,
Oklahoma,15/11/2008,"2,925",8/11/2008,"19,302","1,496,081",1.29,,,
Oklahoma,8/11/2008,"2,956",1/11/2008,"18,766","1,496,081",1.25,,,
Oklahoma,1/11/2008,"2,473",25/10/2008,"18,063","1,496,081",1.21,,,
Oklahoma,25/10/2008,"2,476",18/10/2008,"18,249","1,496,081",1.22,,,
Oklahoma,18/10/2008,"2,126",11/10/2008,"17,264","1,496,081",1.15,,,
Oklahoma,11/10/2008,"3,057",4/10/2008,"17,080","1,496,081",1.14,,,
Oklahoma,4/10/2008,"2,018",27/9/2008,"16,566","1,487,588",1.11,,,
Oklahoma,27/9/2008,"1,719",20/9/2008,"16,717","1,487,588",1.12,,,
Oklahoma,20/9/2008,"1,868",13/9/2008,"17,056","1,487,588",1.15,,,
Oklahoma,13/9/2008,"2,249",6/9/2008,"17,087","1,487,588",1.15,,,
Oklahoma,6/9/2008,"1,741",30/8/2008,"16,704","1,487,588",1.12,,,
Oklahoma,30/8/2008,"1,951",23/8/2008,"17,132","1,487,588",1.15,,,
Oklahoma,23/8/2008,"1,834",16/8/2008,"17,388","1,487,588",1.17,,,
Oklahoma,16/8/2008,"2,226",9/8/2008,"17,423","1,487,588",1.17,,,
Oklahoma,9/8/2008,"1,823",2/8/2008,"17,203","1,487,588",1.16,,,
Oklahoma,2/8/2008,"1,890",26/7/2008,"17,303","1,487,588",1.16,,,
Oklahoma,26/7/2008,"2,002",19/7/2008,"17,045","1,487,588",1.15,,,
Oklahoma,19/7/2008,"2,245",12/7/2008,"16,736","1,487,588",1.13,,,
Oklahoma,12/7/2008,"2,047",5/7/2008,"17,067","1,487,588",1.15,,,
Oklahoma,5/7/2008,"2,254",28/6/2008,"15,868","1,482,191",1.07,,,
Oklahoma,28/6/2008,"1,820",21/6/2008,"16,113","1,482,191",1.09,,,
Oklahoma,21/6/2008,"1,882",14/6/2008,"15,915","1,482,191",1.07,,,
Oklahoma,14/6/2008,"2,177",7/6/2008,"15,243","1,482,191",1.03,,,
Oklahoma,7/6/2008,"2,098",31/5/2008,"14,901","1,482,191",1.01,,,
Oklahoma,31/5/2008,"1,702",24/5/2008,"14,844","1,482,191",1,,,
Oklahoma,24/5/2008,"2,278",17/5/2008,"14,421","1,482,191",0.97,,,
Oklahoma,17/5/2008,"1,796",10/5/2008,"14,330","1,482,191",0.97,,,
Oklahoma,10/5/2008,"1,767",3/5/2008,"14,144","1,482,191",0.95,,,
Oklahoma,3/5/2008,"1,542",26/4/2008,"14,032","1,482,191",0.95,,,
Oklahoma,26/4/2008,"1,729",19/4/2008,"14,196","1,482,191",0.96,,,
Oklahoma,19/4/2008,"1,819",12/4/2008,"14,211","1,482,191",0.96,,,
Oklahoma,12/4/2008,"1,997",5/4/2008,"13,884","1,482,191",0.94,,,
Oklahoma,5/4/2008,"1,783",29/3/2008,"13,844","1,473,998",0.94,,,
Oklahoma,29/3/2008,"1,852",22/3/2008,"14,464","1,473,998",0.98,,,
Oklahoma,22/3/2008,"2,156",15/3/2008,"13,825","1,473,998",0.94,,,
