weekEnding,county,claims
10/6/2012,REYNOLDS,11
10/6/2012,RIPLEY,7
10/6/2012,SALINE,14
10/6/2012,SCHUYLER,2
10/6/2012,SCOTLAND,0
10/6/2012,SCOTT,38
10/6/2012,SHANNON,9
10/6/2012,SHELBY,6
10/6/2012,ST. CHARLES,365
10/6/2012,ST. CLAIR,6
10/6/2012,ST. FRANCOIS,70
10/6/2012,ST. LOUIS,1015
10/6/2012,ST. LOUIS CITY,375
10/6/2012,STE. GENEVIEVE,19
10/6/2012,STODDARD,37
10/6/2012,STONE,29
10/6/2012,SULLIVAN,2
10/6/2012,TANEY,69
10/6/2012,TEXAS,21
10/6/2012,VERNON,10
10/6/2012,WARREN,47
10/6/2012,WASHINGTON,38
10/6/2012,WAYNE,13
10/6/2012,WEBSTER,20
10/6/2012,WORTH,2
10/6/2012,WRIGHT,11
1/7/2012,ADAIR,36
1/7/2012,ANDREW,36
1/7/2012,ATCHISON,3
1/7/2012,AUDRAIN,44
1/7/2012,BARRY,75
1/7/2012,BARTON,15
1/7/2012,BATES,29
1/7/2012,BENTON,44
1/7/2012,BOLLINGER,28
1/7/2012,BOONE,239
1/7/2012,BUCHANAN,198
1/7/2012,BUTLER,237
1/7/2012,CALDWELL,18
1/7/2012,CALLAWAY,88
1/7/2012,CAMDEN,195
1/7/2012,CAPE GIRARDEAU,118
1/7/2012,CARROLL,21
1/7/2012,CARTER,20
1/7/2012,CASS,157
1/7/2012,CEDAR,22
1/7/2012,CHARITON,5
1/7/2012,CHRISTIAN,239
1/7/2012,CLARK,16
1/7/2012,CLAY,354
1/7/2012,CLINTON,48
1/7/2012,COLE,133
1/7/2012,COOPER,37
1/7/2012,CRAWFORD,76
1/7/2012,DADE,5
1/7/2012,DALLAS,41
1/7/2012,DAVIESS,19
1/7/2012,DEKALB,9
1/7/2012,DENT,38
1/7/2012,DOUGLAS,77
1/7/2012,DUNKLIN,88
1/7/2012,FRANKLIN,387
1/7/2012,GASCONADE,36
1/7/2012,GENTRY,12
1/7/2012,GREENE,448
1/7/2012,GRUNDY,15
1/7/2012,HARRISON,10
1/7/2012,HENRY,54
1/7/2012,HICKORY,20
1/7/2012,HOLT,5
1/7/2012,HOWARD,21
1/7/2012,HOWELL,89
1/7/2012,IRON,15
1/7/2012,JACKSON,1361
1/7/2012,JASPER,139
1/7/2012,JEFFERSON,597
1/7/2012,JOHNSON,92
1/7/2012,KNOX,5
1/7/2012,LACLEDE,285
1/7/2012,LAFAYETTE,59
1/7/2012,LAWRENCE,57
1/7/2012,LEWIS,15
1/7/2012,LINCOLN,228
1/7/2012,LINN,22
1/7/2012,LIVINGSTON,21
1/7/2012,MACON,45
1/7/2012,MADISON,22
1/7/2012,MARIES,20
1/7/2012,MARION,81
1/7/2012,MCDONALD,36
1/7/2012,MERCER,9
1/7/2012,MILLER,110
1/7/2012,MISSISSIPPI,30
1/7/2012,MONITEAU,25
1/7/2012,MONROE,19
1/7/2012,MONTGOMERY,28
1/7/2012,MORGAN,52
1/7/2012,NEW MADRID,57
1/7/2012,NEWTON,72
1/7/2012,NODAWAY,31
1/7/2012,OREGON,11
1/7/2012,OSAGE,22
1/7/2012,OZARK,17
1/7/2012,PEMISCOT,24
1/7/2012,PERRY,24
1/7/2012,PETTIS,100
1/7/2012,PHELPS,53
1/7/2012,PIKE,46
1/7/2012,PLATTE,101
1/7/2012,POLK,49
1/7/2012,PULASKI,100
1/7/2012,PUTNAM,6
1/7/2012,RALLS,35
1/7/2012,RANDOLPH,51
1/7/2012,RAY,47
1/7/2012,REYNOLDS,10
1/7/2012,RIPLEY,71
1/7/2012,SALINE,32
1/7/2012,SCHUYLER,13
1/7/2012,SCOTLAND,9
1/7/2012,SCOTT,96
1/7/2012,SHANNON,28
1/7/2012,SHELBY,17
1/7/2012,ST. CHARLES,781
1/7/2012,ST. CLAIR,9
1/7/2012,ST. FRANCOIS,163
1/7/2012,ST. LOUIS,2097
1/7/2012,ST. LOUIS CITY,760
1/7/2012,STE. GENEVIEVE,43
1/7/2012,STODDARD,133
1/7/2012,STONE,446
1/7/2012,SULLIVAN,12
1/7/2012,TANEY,1107
1/7/2012,TEXAS,49
1/7/2012,VERNON,31
1/7/2012,WARREN,101
1/7/2012,WASHINGTON,64
1/7/2012,WAYNE,52
1/7/2012,WEBSTER,69
1/7/2012,WORTH,4
1/7/2012,WRIGHT,74
4/7/2012,ADAIR,16
4/7/2012,ANDREW,19
4/7/2012,ATCHISON,1
4/7/2012,AUDRAIN,23
4/7/2012,BARRY,77
4/7/2012,BARTON,16
4/7/2012,BATES,16
4/7/2012,BENTON,15
4/7/2012,BOLLINGER,11
4/7/2012,BOONE,163
4/7/2012,BUCHANAN,92
4/7/2012,BUTLER,40
4/7/2012,CALDWELL,9
4/7/2012,CALLAWAY,64
4/7/2012,CAMDEN,41
4/7/2012,CAPE GIRARDEAU,80
4/7/2012,CARROLL,9
4/7/2012,CARTER,5
4/7/2012,CASS,82
4/7/2012,CEDAR,11
4/7/2012,CHARITON,1
4/7/2012,CHRISTIAN,82
4/7/2012,CLARK,2
4/7/2012,CLAY,231
4/7/2012,CLINTON,21
4/7/2012,COLE,80
4/7/2012,COOPER,7
4/7/2012,CRAWFORD,29
4/7/2012,DADE,7
4/7/2012,DALLAS,15
4/7/2012,DAVIESS,3
4/7/2012,DEKALB,8
4/7/2012,DENT,19
4/7/2012,DOUGLAS,20
4/7/2012,DUNKLIN,38
4/7/2012,FRANKLIN,183
4/7/2012,GASCONADE,18
4/7/2012,GENTRY,5
4/7/2012,GREENE,260
4/7/2012,GRUNDY,9
4/7/2012,HARRISON,7
4/7/2012,HENRY,25
4/7/2012,HICKORY,10
4/7/2012,HOLT,3
4/7/2012,HOWARD,12
4/7/2012,HOWELL,29
4/7/2012,IRON,12
4/7/2012,JACKSON,1008
4/7/2012,JASPER,183
4/7/2012,JEFFERSON,290
4/7/2012,JOHNSON,53
4/7/2012,KNOX,2
4/7/2012,LACLEDE,38
4/7/2012,LAFAYETTE,28
4/7/2012,LAWRENCE,37
4/7/2012,LEWIS,7
4/7/2012,LINCOLN,105
4/7/2012,LINN,8
4/7/2012,LIVINGSTON,10
4/7/2012,MACON,10
4/7/2012,MADISON,22
4/7/2012,MARIES,5
4/7/2012,MARION,26
4/7/2012,MCDONALD,20
4/7/2012,MERCER,1
4/7/2012,MILLER,35
4/7/2012,MISSISSIPPI,23
4/7/2012,MONITEAU,13
4/7/2012,MONROE,8
4/7/2012,MONTGOMERY,14
4/7/2012,MORGAN,19
4/7/2012,NEW MADRID,25
4/7/2012,NEWTON,71
4/7/2012,NODAWAY,8
4/7/2012,OREGON,13
4/7/2012,OSAGE,11
4/7/2012,OZARK,10
4/7/2012,PEMISCOT,25
4/7/2012,PERRY,18
4/7/2012,PETTIS,67
4/7/2012,PHELPS,44
4/7/2012,PIKE,23
4/7/2012,PLATTE,74
4/7/2012,POLK,24
4/7/2012,PULASKI,30
4/7/2012,PUTNAM,4
4/7/2012,RALLS,9
4/7/2012,RANDOLPH,31
4/7/2012,RAY,19
4/7/2012,REYNOLDS,10
4/7/2012,RIPLEY,6
4/7/2012,SALINE,15
4/7/2012,SCHUYLER,3
4/7/2012,SCOTLAND,1
4/7/2012,SCOTT,39
4/7/2012,SHANNON,5
4/7/2012,SHELBY,5
4/7/2012,ST. CHARLES,421
4/7/2012,ST. CLAIR,7
4/7/2012,ST. FRANCOIS,97
4/7/2012,ST. LOUIS,1421
4/7/2012,ST. LOUIS CITY,598
4/7/2012,STE. GENEVIEVE,26
4/7/2012,STODDARD,45
4/7/2012,STONE,63
4/7/2012,SULLIVAN,6
4/7/2012,TANEY,108
4/7/2012,TEXAS,37
4/7/2012,VERNON,19
4/7/2012,WARREN,50
4/7/2012,WASHINGTON,46
4/7/2012,WAYNE,16
4/7/2012,WEBSTER,39
4/7/2012,WORTH,2
4/7/2012,WRIGHT,19
7/7/2012,ADAIR,20
7/7/2012,ANDREW,19
7/7/2012,ATCHISON,1
7/7/2012,AUDRAIN,27
7/7/2012,BARRY,41
7/7/2012,BARTON,8
7/7/2012,BATES,29
7/7/2012,BENTON,17
7/7/2012,BOLLINGER,18
7/7/2012,BOONE,191
7/7/2012,BUCHANAN,96
7/7/2012,BUTLER,94
7/7/2012,CALDWELL,19
7/7/2012,CALLAWAY,47
7/7/2012,CAMDEN,44
7/7/2012,CAPE GIRARDEAU,71
7/7/2012,CARROLL,6
7/7/2012,CARTER,6
7/7/2012,CASS,112
7/7/2012,CEDAR,20
7/7/2012,CHARITON,8
7/7/2012,CHRISTIAN,64
7/7/2012,CLARK,1
7/7/2012,CLAY,395
7/7/2012,CLINTON,42
7/7/2012,COLE,72
7/7/2012,COOPER,24
7/7/2012,CRAWFORD,25
7/7/2012,DADE,12
7/7/2012,DALLAS,23
7/7/2012,DAVIESS,11
7/7/2012,DEKALB,8
7/7/2012,DENT,18
7/7/2012,DOUGLAS,15
7/7/2012,DUNKLIN,50
7/7/2012,FRANKLIN,155
7/7/2012,GASCONADE,23
7/7/2012,GENTRY,7
7/7/2012,GREENE,247
7/7/2012,GRUNDY,10
7/7/2012,HARRISON,4
7/7/2012,HENRY,38
7/7/2012,HICKORY,14
7/7/2012,HOLT,6
7/7/2012,HOWARD,16
7/7/2012,HOWELL,21
7/7/2012,IRON,9
7/7/2012,JACKSON,1262
7/7/2012,JASPER,115
7/7/2012,JEFFERSON,290
7/7/2012,JOHNSON,49
7/7/2012,KNOX,3
7/7/2012,LACLEDE,161
7/7/2012,LAFAYETTE,49
7/7/2012,LAWRENCE,53
7/7/2012,LEWIS,3
7/7/2012,LINCOLN,93
7/7/2012,LINN,13
7/7/2012,LIVINGSTON,10
7/7/2012,MACON,20
7/7/2012,MADISON,20
7/7/2012,MARIES,12
7/7/2012,MARION,28
7/7/2012,MCDONALD,26
7/7/2012,MERCER,4
7/7/2012,MILLER,43
7/7/2012,MISSISSIPPI,21
7/7/2012,MONITEAU,13
7/7/2012,MONROE,8
7/7/2012,MONTGOMERY,16
7/7/2012,MORGAN,16
7/7/2012,NEW MADRID,56
7/7/2012,NEWTON,68
7/7/2012,NODAWAY,45
7/7/2012,OREGON,2
7/7/2012,OSAGE,11
7/7/2012,OZARK,2
7/7/2012,PEMISCOT,18
7/7/2012,PERRY,25
7/7/2012,PETTIS,57
7/7/2012,PHELPS,42
7/7/2012,PIKE,23
7/7/2012,PLATTE,147
7/7/2012,POLK,33
7/7/2012,PULASKI,25
7/7/2012,PUTNAM,2
7/7/2012,RALLS,10
7/7/2012,RANDOLPH,44
7/7/2012,RAY,39
7/7/2012,REYNOLDS,4
7/7/2012,RIPLEY,17
7/7/2012,SALINE,22
7/7/2012,SCHUYLER,2
7/7/2012,SCOTLAND,2
7/7/2012,SCOTT,45
7/7/2012,SHANNON,7
7/7/2012,SHELBY,6
7/7/2012,ST. CHARLES,334
7/7/2012,ST. CLAIR,10
7/7/2012,ST. FRANCOIS,86
7/7/2012,ST. LOUIS,1124
7/7/2012,ST. LOUIS CITY,574
7/7/2012,STE. GENEVIEVE,21
7/7/2012,STODDARD,55
7/7/2012,STONE,25
7/7/2012,SULLIVAN,7
7/7/2012,TANEY,64
7/7/2012,TEXAS,20
7/7/2012,VERNON,13
7/7/2012,WARREN,52
7/7/2012,WASHINGTON,46
7/7/2012,WAYNE,13
7/7/2012,WEBSTER,49
7/7/2012,WORTH,2
7/7/2012,WRIGHT,27
9/8/2012,ADAIR,13
9/8/2012,ANDREW,21
9/8/2012,ATCHISON,1
9/8/2012,AUDRAIN,26
9/8/2012,BARRY,19
9/8/2012,BARTON,11
9/8/2012,BATES,17
9/8/2012,BENTON,31
9/8/2012,BOLLINGER,10
9/8/2012,BOONE,135
9/8/2012,BUCHANAN,83
9/8/2012,BUTLER,33
9/8/2012,CALDWELL,4
9/8/2012,CALLAWAY,36
9/8/2012,CAMDEN,43
9/8/2012,CAPE GIRARDEAU,52
9/8/2012,CARROLL,13
9/8/2012,CARTER,8
9/8/2012,CASS,62
9/8/2012,CEDAR,5
9/8/2012,CHARITON,6
9/8/2012,CHRISTIAN,62
9/8/2012,CLARK,5
9/8/2012,CLAY,231
9/8/2012,CLINTON,27
9/8/2012,COLE,55
9/8/2012,COOPER,20
9/8/2012,CRAWFORD,23
9/8/2012,DADE,4
9/8/2012,DALLAS,12
9/8/2012,DAVIESS,5
9/8/2012,DEKALB,10
9/8/2012,DENT,14
9/8/2012,DOUGLAS,16
9/8/2012,DUNKLIN,32
9/8/2012,FRANKLIN,151
9/8/2012,GASCONADE,23
9/8/2012,GENTRY,5
9/8/2012,GREENE,183
9/8/2012,GRUNDY,3
9/8/2012,HARRISON,3
9/8/2012,HENRY,26
9/8/2012,HICKORY,20
9/8/2012,HOLT,3
9/8/2012,HOWARD,15
9/8/2012,HOWELL,36
9/8/2012,IRON,8
9/8/2012,JACKSON,640
9/8/2012,JASPER,77
9/8/2012,JEFFERSON,298
9/8/2012,JOHNSON,39
9/8/2012,KNOX,1
9/8/2012,LACLEDE,54
9/8/2012,LAFAYETTE,23
9/8/2012,LAWRENCE,33
9/8/2012,LEWIS,3
9/8/2012,LINCOLN,169
9/8/2012,LINN,10
9/8/2012,LIVINGSTON,8
9/8/2012,MACON,13
9/8/2012,MADISON,11
9/8/2012,MARIES,4
9/8/2012,MARION,26
9/8/2012,MCDONALD,14
9/8/2012,MERCER,0
9/8/2012,MILLER,32
9/8/2012,MISSISSIPPI,45
9/8/2012,MONITEAU,21
9/8/2012,MONROE,10
9/8/2012,MONTGOMERY,23
9/8/2012,MORGAN,21
9/8/2012,NEW MADRID,13
9/8/2012,NEWTON,41
9/8/2012,NODAWAY,3
9/8/2012,OREGON,8
9/8/2012,OSAGE,7
9/8/2012,OZARK,9
9/8/2012,PEMISCOT,13
9/8/2012,PERRY,20
9/8/2012,PETTIS,33
9/8/2012,PHELPS,35
9/8/2012,PIKE,15
9/8/2012,PLATTE,66
9/8/2012,POLK,43
9/8/2012,PULASKI,21
9/8/2012,PUTNAM,7
9/8/2012,RALLS,6
9/8/2012,RANDOLPH,31
9/8/2012,RAY,19
9/8/2012,REYNOLDS,6
9/8/2012,RIPLEY,7
9/8/2012,SALINE,11
9/8/2012,SCHUYLER,5
9/8/2012,SCOTLAND,3
9/8/2012,SCOTT,49
9/8/2012,SHANNON,6
9/8/2012,SHELBY,1
9/8/2012,ST. CHARLES,750
9/8/2012,ST. CLAIR,3
9/8/2012,ST. FRANCOIS,73
9/8/2012,ST. LOUIS,1155
9/8/2012,ST. LOUIS CITY,397
9/8/2012,STE. GENEVIEVE,19
9/8/2012,STODDARD,28
9/8/2012,STONE,36
9/8/2012,SULLIVAN,1
9/8/2012,TANEY,83
9/8/2012,TEXAS,16
9/8/2012,VERNON,11
9/8/2012,WARREN,128
9/8/2012,WASHINGTON,33
9/8/2012,WAYNE,12
9/8/2012,WEBSTER,31
9/8/2012,WORTH,0
9/8/2012,WRIGHT,14
12/8/2012,ADAIR,17
12/8/2012,ANDREW,25
12/8/2012,ATCHISON,2
12/8/2012,AUDRAIN,25
12/8/2012,BARRY,20
12/8/2012,BARTON,4
12/8/2012,BATES,19
12/8/2012,BENTON,19
12/8/2012,BOLLINGER,11
12/8/2012,BOONE,133
12/8/2012,BUCHANAN,107
12/8/2012,BUTLER,54
12/8/2012,CALDWELL,14
12/8/2012,CALLAWAY,48
12/8/2012,CAMDEN,102
12/8/2012,CAPE GIRARDEAU,63
12/8/2012,CARROLL,14
12/8/2012,CARTER,12
12/8/2012,CASS,91
12/8/2012,CEDAR,7
12/8/2012,CHARITON,9
12/8/2012,CHRISTIAN,78
12/8/2012,CLARK,6
12/8/2012,CLAY,369
12/8/2012,CLINTON,33
12/8/2012,COLE,50
12/8/2012,COOPER,23
12/8/2012,CRAWFORD,28
12/8/2012,DADE,7
12/8/2012,DALLAS,8
12/8/2012,DAVIESS,2
12/8/2012,DEKALB,21
12/8/2012,DENT,21
12/8/2012,DOUGLAS,14
12/8/2012,DUNKLIN,42
12/8/2012,FRANKLIN,152
12/8/2012,GASCONADE,15
12/8/2012,GENTRY,4
12/8/2012,GREENE,233
12/8/2012,GRUNDY,7
12/8/2012,HARRISON,12
12/8/2012,HENRY,27
12/8/2012,HICKORY,13
12/8/2012,HOLT,5
12/8/2012,HOWARD,7
12/8/2012,HOWELL,32
12/8/2012,IRON,23
12/8/2012,JACKSON,968
12/8/2012,JASPER,87
12/8/2012,JEFFERSON,315
12/8/2012,JOHNSON,122
12/8/2012,KNOX,6
12/8/2012,LACLEDE,51
12/8/2012,LAFAYETTE,36
12/8/2012,LAWRENCE,37
12/8/2012,LEWIS,1
12/8/2012,LINCOLN,78
12/8/2012,LINN,18
12/8/2012,LIVINGSTON,16
12/8/2012,MACON,29
12/8/2012,MADISON,10
12/8/2012,MARIES,8
12/8/2012,MARION,20
12/8/2012,MCDONALD,11
12/8/2012,MERCER,6
12/8/2012,MILLER,54
12/8/2012,MISSISSIPPI,24
12/8/2012,MONITEAU,14
12/8/2012,MONROE,10
12/8/2012,MONTGOMERY,13
12/8/2012,MORGAN,26
12/8/2012,NEW MADRID,39
12/8/2012,NEWTON,42
12/8/2012,NODAWAY,17
12/8/2012,OREGON,11
12/8/2012,OSAGE,13
12/8/2012,OZARK,11
12/8/2012,PEMISCOT,38
12/8/2012,PERRY,25
12/8/2012,PETTIS,61
12/8/2012,PHELPS,36
12/8/2012,PIKE,31
12/8/2012,PLATTE,140
12/8/2012,POLK,23
12/8/2012,PULASKI,50
12/8/2012,PUTNAM,1
12/8/2012,RALLS,12
12/8/2012,RANDOLPH,28
12/8/2012,RAY,30
12/8/2012,REYNOLDS,5
12/8/2012,RIPLEY,14
12/8/2012,SALINE,19
12/8/2012,SCHUYLER,5
12/8/2012,SCOTLAND,2
12/8/2012,SCOTT,49
12/8/2012,SHANNON,10
12/8/2012,SHELBY,37
12/8/2012,ST. CHARLES,371
12/8/2012,ST. CLAIR,7
12/8/2012,ST. FRANCOIS,76
12/8/2012,ST. LOUIS,1038
12/8/2012,ST. LOUIS CITY,387
12/8/2012,STE. GENEVIEVE,32
12/8/2012,STODDARD,39
12/8/2012,STONE,79
12/8/2012,SULLIVAN,6
12/8/2012,TANEY,164
12/8/2012,TEXAS,19
12/8/2012,VERNON,12
12/8/2012,WARREN,54
12/8/2012,WASHINGTON,58
12/8/2012,WAYNE,21
12/8/2012,WEBSTER,34
12/8/2012,WORTH,0
12/8/2012,WRIGHT,23
6/9/2012,ADAIR,29
6/9/2012,ANDREW,25
6/9/2012,ATCHISON,1
6/9/2012,AUDRAIN,23
6/9/2012,BARRY,22
6/9/2012,BARTON,6
6/9/2012,BATES,22
6/9/2012,BENTON,22
6/9/2012,BOLLINGER,14
6/9/2012,BOONE,184
6/9/2012,BUCHANAN,96
6/9/2012,BUTLER,49
6/9/2012,CALDWELL,6
6/9/2012,CALLAWAY,61
6/9/2012,CAMDEN,21
6/9/2012,CAPE GIRARDEAU,56
6/9/2012,CARROLL,11
6/9/2012,CARTER,7
6/9/2012,CASS,99
6/9/2012,CEDAR,10
6/9/2012,CHARITON,8
6/9/2012,CHRISTIAN,59
6/9/2012,CLARK,6
6/9/2012,CLAY,195
6/9/2012,CLINTON,17
6/9/2012,COLE,74
6/9/2012,COOPER,24
6/9/2012,CRAWFORD,30
6/9/2012,DADE,10
6/9/2012,DALLAS,12
6/9/2012,DAVIESS,3
6/9/2012,DEKALB,8
6/9/2012,DENT,14
6/9/2012,DOUGLAS,12
6/9/2012,DUNKLIN,32
6/9/2012,FRANKLIN,164
6/9/2012,GASCONADE,22
6/9/2012,GENTRY,3
6/9/2012,GREENE,186
6/9/2012,GRUNDY,5
6/9/2012,HARRISON,4
6/9/2012,HENRY,27
6/9/2012,HICKORY,7
6/9/2012,HOLT,2
6/9/2012,HOWARD,9
6/9/2012,HOWELL,25
6/9/2012,IRON,8
6/9/2012,JACKSON,826
6/9/2012,JASPER,98
6/9/2012,JEFFERSON,327
6/9/2012,JOHNSON,50
6/9/2012,KNOX,7
6/9/2012,LACLEDE,28
6/9/2012,LAFAYETTE,36
6/9/2012,LAWRENCE,33
6/9/2012,LEWIS,3
6/9/2012,LINCOLN,85
6/9/2012,LINN,3
6/9/2012,LIVINGSTON,10
6/9/2012,MACON,8
6/9/2012,MADISON,15
6/9/2012,MARIES,9
6/9/2012,MARION,19
6/9/2012,MCDONALD,23
6/9/2012,MERCER,2
6/9/2012,MILLER,20
6/9/2012,MISSISSIPPI,18
6/9/2012,MONITEAU,23
6/9/2012,MONROE,10
6/9/2012,MONTGOMERY,15
6/9/2012,MORGAN,12
6/9/2012,NEW MADRID,33
6/9/2012,NEWTON,69
6/9/2012,NODAWAY,20
6/9/2012,OREGON,8
6/9/2012,OSAGE,15
6/9/2012,OZARK,7
6/9/2012,PEMISCOT,25
6/9/2012,PERRY,12
6/9/2012,PETTIS,86
6/9/2012,PHELPS,38
6/9/2012,PIKE,12
6/9/2012,PLATTE,103
6/9/2012,POLK,28
6/9/2012,PULASKI,42
6/9/2012,PUTNAM,3
6/9/2012,RALLS,4
6/9/2012,RANDOLPH,35
6/9/2012,RAY,23
6/9/2012,REYNOLDS,5
6/9/2012,RIPLEY,11
6/9/2012,SALINE,20
6/9/2012,SCHUYLER,2
6/9/2012,SCOTLAND,0
6/9/2012,SCOTT,64
6/9/2012,SHANNON,8
6/9/2012,SHELBY,3
6/9/2012,ST. CHARLES,482
6/9/2012,ST. CLAIR,3
6/9/2012,ST. FRANCOIS,75
6/9/2012,ST. LOUIS,1443
6/9/2012,ST. LOUIS CITY,692
6/9/2012,STE. GENEVIEVE,23
6/9/2012,STODDARD,35
6/9/2012,STONE,25
6/9/2012,SULLIVAN,1
6/9/2012,TANEY,53
6/9/2012,TEXAS,13
6/9/2012,VERNON,16
6/9/2012,WARREN,46
6/9/2012,WASHINGTON,31
6/9/2012,WAYNE,10
6/9/2012,WEBSTER,30
6/9/2012,WORTH,1
6/9/2012,WRIGHT,10
3/10/2012,ADAIR,61
3/10/2012,ANDREW,12
3/10/2012,ATCHISON,3
3/10/2012,AUDRAIN,20
3/10/2012,BARRY,27
3/10/2012,BARTON,6
3/10/2012,BATES,17
3/10/2012,BENTON,24
3/10/2012,BOLLINGER,12
3/10/2012,BOONE,94
3/10/2012,BUCHANAN,98
3/10/2012,BUTLER,52
3/10/2012,CALDWELL,2
3/10/2012,CALLAWAY,40
3/10/2012,CAMDEN,42
3/10/2012,CAPE GIRARDEAU,66
3/10/2012,CARROLL,5
3/10/2012,CARTER,7
3/10/2012,CASS,79
3/10/2012,CEDAR,6
3/10/2012,CHARITON,8
3/10/2012,CHRISTIAN,76
3/10/2012,CLARK,4
3/10/2012,CLAY,171
3/10/2012,CLINTON,17
3/10/2012,COLE,76
3/10/2012,COOPER,16
3/10/2012,CRAWFORD,37
3/10/2012,DADE,5
3/10/2012,DALLAS,13
3/10/2012,DAVIESS,2
3/10/2012,DEKALB,8
3/10/2012,DENT,16
3/10/2012,DOUGLAS,15
3/10/2012,DUNKLIN,24
3/10/2012,FRANKLIN,178
3/10/2012,GASCONADE,23
3/10/2012,GENTRY,7
3/10/2012,GREENE,235
3/10/2012,GRUNDY,9
3/10/2012,HARRISON,9
3/10/2012,HENRY,23
3/10/2012,HICKORY,8
3/10/2012,HOLT,1
3/10/2012,HOWARD,5
3/10/2012,HOWELL,22
3/10/2012,IRON,8
3/10/2012,JACKSON,781
3/10/2012,JASPER,105
3/10/2012,JEFFERSON,311
3/10/2012,JOHNSON,48
3/10/2012,KNOX,7
3/10/2012,LACLEDE,80
3/10/2012,LAFAYETTE,32
3/10/2012,LAWRENCE,22
3/10/2012,LEWIS,6
3/10/2012,LINCOLN,95
3/10/2012,LINN,14
3/10/2012,LIVINGSTON,9
3/10/2012,MACON,17
3/10/2012,MADISON,7
3/10/2012,MARIES,11
3/10/2012,MARION,30
3/10/2012,MCDONALD,14
3/10/2012,MERCER,1
3/10/2012,MILLER,40
3/10/2012,MISSISSIPPI,13
3/10/2012,MONITEAU,13
3/10/2012,MONROE,6
3/10/2012,MONTGOMERY,20
3/10/2012,MORGAN,9
3/10/2012,NEW MADRID,15
3/10/2012,NEWTON,50
3/10/2012,NODAWAY,10
3/10/2012,OREGON,5
3/10/2012,OSAGE,15
3/10/2012,OZARK,8
3/10/2012,PEMISCOT,15
3/10/2012,PERRY,15
3/10/2012,PETTIS,41
3/10/2012,PHELPS,28
3/10/2012,PIKE,17
3/10/2012,PLATTE,38
3/10/2012,POLK,15
3/10/2012,PULASKI,46
3/10/2012,PUTNAM,3
3/10/2012,RALLS,12
3/10/2012,RANDOLPH,25
3/10/2012,RAY,21
3/10/2012,REYNOLDS,3
3/10/2012,RIPLEY,9
3/10/2012,SALINE,17
3/10/2012,SCHUYLER,3
3/10/2012,SCOTLAND,4
3/10/2012,SCOTT,39
3/10/2012,SHANNON,13
3/10/2012,SHELBY,8
3/10/2012,ST. CHARLES,367
3/10/2012,ST. CLAIR,5
3/10/2012,ST. FRANCOIS,89
3/10/2012,ST. LOUIS,1110
3/10/2012,ST. LOUIS CITY,394
3/10/2012,STE. GENEVIEVE,22
3/10/2012,STODDARD,32
3/10/2012,STONE,50
3/10/2012,SULLIVAN,0
3/10/2012,TANEY,183
3/10/2012,TEXAS,29
3/10/2012,VERNON,18
3/10/2012,WARREN,48
3/10/2012,WASHINGTON,43
3/10/2012,WAYNE,7
3/10/2012,WEBSTER,26
3/10/2012,WORTH,1
3/10/2012,WRIGHT,9
11/10/2012,ADAIR,13
11/10/2012,ANDREW,16
11/10/2012,ATCHISON,0
11/10/2012,AUDRAIN,16
11/10/2012,BARRY,39
11/10/2012,BARTON,9
11/10/2012,BATES,15
11/10/2012,BENTON,22
11/10/2012,BOLLINGER,9
11/10/2012,BOONE,108
11/10/2012,BUCHANAN,81
11/10/2012,BUTLER,42
11/10/2012,CALDWELL,6
11/10/2012,CALLAWAY,39
11/10/2012,CAMDEN,113
11/10/2012,CAPE GIRARDEAU,82
11/10/2012,CARROLL,8
11/10/2012,CARTER,5
11/10/2012,CASS,74
11/10/2012,CEDAR,22
11/10/2012,CHARITON,7
11/10/2012,CHRISTIAN,65
11/10/2012,CLARK,4
11/10/2012,CLAY,173
11/10/2012,CLINTON,19
11/10/2012,COLE,61
11/10/2012,COOPER,22
11/10/2012,CRAWFORD,38
11/10/2012,DADE,7
11/10/2012,DALLAS,17
11/10/2012,DAVIESS,3
11/10/2012,DEKALB,8
11/10/2012,DENT,26
11/10/2012,DOUGLAS,19
11/10/2012,DUNKLIN,45
11/10/2012,FRANKLIN,148
11/10/2012,GASCONADE,23
11/10/2012,GENTRY,5
11/10/2012,GREENE,250
11/10/2012,GRUNDY,10
11/10/2012,HARRISON,5
11/10/2012,HENRY,32
11/10/2012,HICKORY,12
11/10/2012,HOLT,2
11/10/2012,HOWARD,15
11/10/2012,HOWELL,44
11/10/2012,IRON,11
11/10/2012,JACKSON,685
11/10/2012,JASPER,89
11/10/2012,JEFFERSON,330
11/10/2012,JOHNSON,39
11/10/2012,KNOX,1
11/10/2012,LACLEDE,57
11/10/2012,LAFAYETTE,30
11/10/2012,LAWRENCE,46
11/10/2012,LEWIS,4
11/10/2012,LINCOLN,79
11/10/2012,LINN,18
11/10/2012,LIVINGSTON,12
11/10/2012,MACON,21
11/10/2012,MADISON,18
11/10/2012,MARIES,8
11/10/2012,MARION,39
11/10/2012,MCDONALD,19
11/10/2012,MERCER,0
11/10/2012,MILLER,66
11/10/2012,MISSISSIPPI,15
11/10/2012,MONITEAU,20
11/10/2012,MONROE,7
11/10/2012,MONTGOMERY,19
11/10/2012,MORGAN,27
11/10/2012,NEW MADRID,29
11/10/2012,NEWTON,55
11/10/2012,NODAWAY,5
