weekEnding,county,claims
09/28/2013,WORTH,1
09/28/2013,WRIGHT,97
09/28/2019,Adair,5
09/28/2019,Andrew,3
09/28/2019,Atchison,0
09/28/2019,Audrain,8
09/28/2019,Barry,17
09/28/2019,Barton,4
09/28/2019,Bates,3
09/28/2019,Benton,3
09/28/2019,Bollinger,5
09/28/2019,Boone,37
09/28/2019,Buchanan,24
09/28/2019,Butler,9
09/28/2019,Caldwell,4
09/28/2019,Callaway,10
09/28/2019,Camden,10
09/28/2019,Cape Girardeau,26
09/28/2019,Carroll,2
09/28/2019,Carter,2
09/28/2019,Cass,25
09/28/2019,Cedar,2
09/28/2019,Certified Mail,0
09/28/2019,Chariton,2
09/28/2019,Christian,25
09/28/2019,Clark,5
09/28/2019,Clay,125
09/28/2019,Clinton,5
09/28/2019,Cole,18
09/28/2019,Cooper,7
09/28/2019,Crawford,11
09/28/2019,Dade,2
09/28/2019,Dallas,13
09/28/2019,Daviess,1
09/28/2019,DeKalb,3
09/28/2019,Dent,11
09/28/2019,Douglas,26
09/28/2019,Dunklin,7
09/28/2019,Franklin,59
09/28/2019,Gasconade,9
09/28/2019,Gentry,5
09/28/2019,Greene,105
09/28/2019,Grundy,5
09/28/2019,Harrison,0
09/28/2019,Henry,6
09/28/2019,Hickory,1
09/28/2019,Holt,1
09/28/2019,Howard,1
09/28/2019,Howell,14
09/28/2019,Iron,2
09/28/2019,Jackson,349
09/28/2019,Jasper,37
09/28/2019,Jefferson,87
09/28/2019,Johnson,36
09/28/2019,Knox,0
09/28/2019,Laclede,87
09/28/2019,Lafayette,10
09/28/2019,Lawrence,17
09/28/2019,Lewis,1
09/28/2019,Lincoln,58
09/28/2019,Linn,6
09/28/2019,Livingston,7
09/28/2019,Macon,3
09/28/2019,Madison,8
09/28/2019,Maries,1
09/28/2019,Marion,29
09/28/2019,McDonald,5
09/28/2019,Mercer,0
09/28/2019,Miller,6
09/28/2019,Mississippi,4
09/28/2019,Moniteau,3
09/28/2019,Monroe,16
09/28/2019,Montgomery,3
09/28/2019,Morgan,7
09/28/2019,New Madrid,5
09/28/2019,Newton,16
09/28/2019,Nodaway,7
09/28/2019,Oregon,1
09/28/2019,Osage,4
09/28/2019,Ozark,2
09/28/2019,Pemiscot,5
09/28/2019,Perry,8
09/28/2019,Pettis,18
09/28/2019,Phelps,15
09/28/2019,Pike,9
09/28/2019,Platte,33
09/28/2019,Polk,10
09/28/2019,Pulaski,20
09/28/2019,Putnam,0
09/28/2019,Ralls,10
09/28/2019,Randolph,6
09/28/2019,Ray,12
09/28/2019,Reynolds,2
09/28/2019,Ripley,1
09/28/2019,Saline,5
09/28/2019,Schuyler,1
09/28/2019,Scotland,4
09/28/2019,Scott,23
09/28/2019,Shannon,3
09/28/2019,Shelby,5
09/28/2019,St. Charles,171
09/28/2019,St. Clair,2
09/28/2019,St. Francois,29
09/28/2019,St. Louis,410
09/28/2019,St. Louis City,171
09/28/2019,Ste. Genevieve,10
09/28/2019,Stoddard,22
09/28/2019,Stone,9
09/28/2019,Sullivan,3
09/28/2019,Taney,19
09/28/2019,Texas,11
09/28/2019,Vernon,6
09/28/2019,Warren,37
09/28/2019,Washington,7
09/28/2019,Wayne,1
09/28/2019,Webster,15
09/28/2019,Worth,0
09/28/2019,Wright,20
09/29/2012,ADAIR,11
09/29/2012,ANDREW,16
09/29/2012,ATCHISON,2
09/29/2012,AUDRAIN,19
09/29/2012,BARRY,23
09/29/2012,BARTON,11
09/29/2012,BATES,16
09/29/2012,BENTON,7
09/29/2012,BOLLINGER,10
09/29/2012,BOONE,91
09/29/2012,BUCHANAN,69
09/29/2012,BUTLER,45
09/29/2012,CALDWELL,3
09/29/2012,CALLAWAY,30
09/29/2012,CAMDEN,49
09/29/2012,CAPE GIRARDEAU,56
09/29/2012,CARROLL,6
09/29/2012,CARTER,5
09/29/2012,CASS,61
09/29/2012,CEDAR,14
09/29/2012,CHARITON,3
09/29/2012,CHRISTIAN,45
09/29/2012,CLARK,2
09/29/2012,CLAY,180
09/29/2012,CLINTON,15
09/29/2012,COLE,43
09/29/2012,COOPER,24
09/29/2012,CRAWFORD,25
09/29/2012,DADE,10
09/29/2012,DALLAS,9
09/29/2012,DAVIESS,1
09/29/2012,DEKALB,7
09/29/2012,DENT,14
09/29/2012,DOUGLAS,8
09/29/2012,DUNKLIN,32
09/29/2012,FRANKLIN,151
09/29/2012,GASCONADE,17
09/29/2012,GENTRY,3
09/29/2012,GREENE,181
09/29/2012,GRUNDY,5
09/29/2012,HARRISON,3
09/29/2012,HENRY,20
09/29/2012,HICKORY,5
09/29/2012,HOLT,2
09/29/2012,HOWARD,6
09/29/2012,HOWELL,20
09/29/2012,IRON,12
09/29/2012,JACKSON,613
09/29/2012,JASPER,84
09/29/2012,JEFFERSON,247
09/29/2012,JOHNSON,28
09/29/2012,KNOX,1
09/29/2012,LACLEDE,42
09/29/2012,LAFAYETTE,31
09/29/2012,LAWRENCE,37
09/29/2012,LEWIS,2
09/29/2012,LINCOLN,78
09/29/2012,LINN,10
09/29/2012,LIVINGSTON,10
09/29/2012,MACON,13
09/29/2012,MADISON,15
09/29/2012,MARIES,7
09/29/2012,MARION,25
09/29/2012,MCDONALD,14
09/29/2012,MERCER,2
09/29/2012,MILLER,28
09/29/2012,MISSISSIPPI,14
09/29/2012,MONITEAU,17
09/29/2012,MONROE,9
09/29/2012,MONTGOMERY,12
09/29/2012,MORGAN,14
09/29/2012,NEW MADRID,19
09/29/2012,NEWTON,45
09/29/2012,NODAWAY,12
09/29/2012,OREGON,5
09/29/2012,OSAGE,8
09/29/2012,OZARK,7
09/29/2012,PEMISCOT,17
09/29/2012,PERRY,14
09/29/2012,PETTIS,35
09/29/2012,PHELPS,18
09/29/2012,PIKE,17
09/29/2012,PLATTE,51
09/29/2012,POLK,23
09/29/2012,PULASKI,29
09/29/2012,PUTNAM,1
09/29/2012,RALLS,3
09/29/2012,RANDOLPH,17
09/29/2012,RAY,42
09/29/2012,REYNOLDS,5
09/29/2012,RIPLEY,14
09/29/2012,SALINE,18
09/29/2012,SCHUYLER,4
09/29/2012,SCOTLAND,1
09/29/2012,SCOTT,45
09/29/2012,SHANNON,3
09/29/2012,SHELBY,2
09/29/2012,ST. CHARLES,328
09/29/2012,ST. CLAIR,6
09/29/2012,ST. FRANCOIS,73
09/29/2012,ST. LOUIS,919
09/29/2012,ST. LOUIS CITY,379
09/29/2012,STE. GENEVIEVE,23
09/29/2012,STODDARD,25
09/29/2012,STONE,25
09/29/2012,SULLIVAN,3
09/29/2012,TANEY,69
09/29/2012,TEXAS,24
09/29/2012,VERNON,11
09/29/2012,WARREN,36
09/29/2012,WASHINGTON,40
09/29/2012,WAYNE,11
09/29/2012,WEBSTER,28
09/29/2012,WORTH,1
09/29/2012,WRIGHT,11
09/29/2018,Adair,4
09/29/2018,Andrew,6
09/29/2018,Atchison,3
09/29/2018,Audrain,5
09/29/2018,Barry,6
09/29/2018,Barton,2
09/29/2018,Bates,7
09/29/2018,Benton,4
09/29/2018,Bollinger,7
09/29/2018,Boone,33
09/29/2018,Buchanan,42
09/29/2018,Butler,33
09/29/2018,Caldwell,2
09/29/2018,Callaway,10
09/29/2018,Camden,23
09/29/2018,Cape Girardeau,23
09/29/2018,Carroll,4
09/29/2018,Carter,1
09/29/2018,Cass,34
09/29/2018,Cedar,1
09/29/2018,Chariton,0
09/29/2018,Christian,17
09/29/2018,Clark,1
09/29/2018,Clay,61
09/29/2018,Clinton,6
09/29/2018,Cole,15
09/29/2018,Cooper,2
09/29/2018,Crawford,9
09/29/2018,Dade,2
09/29/2018,Dallas,4
09/29/2018,Daviess,1
09/29/2018,DeKalb,2
09/29/2018,Dent,5
09/29/2018,Douglas,3
09/29/2018,Dunklin,8
09/29/2018,Franklin,26
09/29/2018,Gasconade,3
09/29/2018,Gentry,0
09/29/2018,Greene,65
09/29/2018,Grundy,4
09/29/2018,Harrison,0
09/29/2018,Henry,6
09/29/2018,Hickory,3
09/29/2018,Holt,0
09/29/2018,Howard,2
09/29/2018,Howell,13
09/29/2018,Iron,2
09/29/2018,Jackson,267
09/29/2018,Jasper,28
09/29/2018,Jefferson,87
09/29/2018,Johnson,8
09/29/2018,Knox,0
09/29/2018,Laclede,14
09/29/2018,Lafayette,14
09/29/2018,Lawrence,11
09/29/2018,Lewis,2
09/29/2018,Lincoln,19
09/29/2018,Linn,1
09/29/2018,Livingston,4
09/29/2018,Macon,2
09/29/2018,Madison,3
09/29/2018,Maries,4
09/29/2018,Marion,5
09/29/2018,McDonald,4
09/29/2018,Mercer,1
09/29/2018,Miller,8
09/29/2018,Mississippi,10
09/29/2018,Moniteau,8
09/29/2018,Monroe,1
09/29/2018,Montgomery,3
09/29/2018,Morgan,11
09/29/2018,New Madrid,10
09/29/2018,Newton,7
09/29/2018,Nodaway,1
09/29/2018,Oregon,1
09/29/2018,Osage,0
09/29/2018,Ozark,3
09/29/2018,Pemiscot,8
09/29/2018,Perry,7
09/29/2018,Pettis,12
09/29/2018,Phelps,13
09/29/2018,Pike,5
09/29/2018,Platte,21
09/29/2018,Polk,7
09/29/2018,Pulaski,12
09/29/2018,Putnam,0
09/29/2018,Ralls,0
09/29/2018,Randolph,10
09/29/2018,Ray,5
09/29/2018,Reynolds,4
09/29/2018,Ripley,7
09/29/2018,Saline,6
09/29/2018,Schuyler,0
09/29/2018,Scotland,0
09/29/2018,Scott,14
09/29/2018,Shannon,2
09/29/2018,Shelby,1
09/29/2018,St. Charles,91
09/29/2018,St. Clair,1
09/29/2018,St. Francois,31
09/29/2018,St. Louis,395
09/29/2018,St. Louis City,148
09/29/2018,Ste. Genevieve,5
09/29/2018,Stoddard,10
09/29/2018,Stone,12
09/29/2018,Sullivan,3
09/29/2018,Taney,23
09/29/2018,Texas,8
09/29/2018,Vernon,6
09/29/2018,Warren,6
09/29/2018,Washington,15
09/29/2018,Wayne,7
09/29/2018,Webster,15
09/29/2018,Worth,0
09/29/2018,Wright,7
09/30/2017,Adair,5
09/30/2017,Andrew,7
09/30/2017,Atchison,0
09/30/2017,Audrain,8
09/30/2017,Barry,5
09/30/2017,Barton,2
09/30/2017,Bates,4
09/30/2017,Benton,10
09/30/2017,Bollinger,2
09/30/2017,Boone,34
09/30/2017,Buchanan,53
09/30/2017,Butler,11
09/30/2017,Caldwell,39
09/30/2017,Callaway,11
09/30/2017,Camden,22
09/30/2017,Cape Girardeau,31
09/30/2017,Carroll,17
09/30/2017,Carter,2
09/30/2017,Cass,95
09/30/2017,Cedar,1
09/30/2017,Chariton,0
09/30/2017,Christian,26
09/30/2017,Clark,3
09/30/2017,Clay,1342
09/30/2017,Clinton,84
09/30/2017,Cole,32
09/30/2017,Cooper,6
09/30/2017,Crawford,11
09/30/2017,Dade,3
09/30/2017,Dallas,18
09/30/2017,Daviess,19
09/30/2017,DeKalb,5
09/30/2017,Dent,3
09/30/2017,Douglas,48
09/30/2017,Dunklin,14
09/30/2017,Franklin,44
09/30/2017,Gasconade,5
09/30/2017,Gentry,3
09/30/2017,Greene,86
09/30/2017,Grundy,1
09/30/2017,Harrison,1
09/30/2017,Henry,6
09/30/2017,Hickory,8
09/30/2017,Holt,4
09/30/2017,Howard,1
09/30/2017,Howell,17
09/30/2017,Iron,2
09/30/2017,Jackson,1309
09/30/2017,Jasper,40
09/30/2017,Jefferson,117
09/30/2017,Johnson,26
09/30/2017,Knox,0
09/30/2017,Laclede,99
09/30/2017,Lafayette,77
09/30/2017,Lawrence,14
09/30/2017,Lewis,2
09/30/2017,Lincoln,38
09/30/2017,Linn,7
09/30/2017,Livingston,2
09/30/2017,Macon,2
09/30/2017,Madison,5
09/30/2017,Maries,0
09/30/2017,Marion,11
09/30/2017,McDonald,6
09/30/2017,Mercer,1
09/30/2017,Miller,9
09/30/2017,Mississippi,29
09/30/2017,Moniteau,5
09/30/2017,Monroe,3
09/30/2017,Montgomery,6
09/30/2017,Morgan,6
09/30/2017,New Madrid,32
09/30/2017,Newton,20
09/30/2017,Nodaway,2
09/30/2017,Oregon,4
09/30/2017,Osage,4
09/30/2017,Ozark,5
09/30/2017,Pemiscot,22
09/30/2017,Perry,7
09/30/2017,Pettis,28
09/30/2017,Phelps,12
09/30/2017,Pike,8
09/30/2017,Platte,145
09/30/2017,Polk,24
09/30/2017,Pulaski,28
09/30/2017,Putnam,1
09/30/2017,Ralls,3
09/30/2017,Randolph,8
09/30/2017,Ray,250
09/30/2017,Reynolds,2
09/30/2017,Ripley,1
09/30/2017,Saline,2
09/30/2017,Schuyler,1
09/30/2017,Scotland,0
09/30/2017,Scott,58
09/30/2017,Shannon,5
09/30/2017,Shelby,2
09/30/2017,St. Charles,180
09/30/2017,St. Clair,5
09/30/2017,St. Francois,28
09/30/2017,St. Louis,433
09/30/2017,St. Louis City,202
09/30/2017,Ste. Genevieve,7
09/30/2017,Stoddard,27
09/30/2017,Stone,6
09/30/2017,Sullivan,0
09/30/2017,Taney,28
09/30/2017,Texas,11
09/30/2017,Vernon,9
09/30/2017,Warren,22
09/30/2017,Washington,12
09/30/2017,Wayne,4
09/30/2017,Webster,21
09/30/2017,Worth,0
09/30/2017,Wright,20
10/13/2012,ADAIR,24
10/13/2012,ANDREW,12
10/13/2012,ATCHISON,1
10/13/2012,AUDRAIN,23
10/13/2012,BARRY,25
10/13/2012,BARTON,6
10/13/2012,BATES,13
10/13/2012,BENTON,15
10/13/2012,BOLLINGER,12
10/13/2012,BOONE,85
10/13/2012,BUCHANAN,106
10/13/2012,BUTLER,48
10/13/2012,CALDWELL,4
10/13/2012,CALLAWAY,43
10/13/2012,CAMDEN,63
10/13/2012,CAPE GIRARDEAU,57
10/13/2012,CARROLL,8
10/13/2012,CARTER,5
10/13/2012,CASS,69
10/13/2012,CEDAR,11
10/13/2012,CHARITON,7
10/13/2012,CHRISTIAN,61
10/13/2012,CLARK,4
10/13/2012,CLAY,222
10/13/2012,CLINTON,16
10/13/2012,COLE,58
10/13/2012,COOPER,20
10/13/2012,CRAWFORD,37
10/13/2012,DADE,6
10/13/2012,DALLAS,15
10/13/2012,DAVIESS,8
10/13/2012,DEKALB,9
10/13/2012,DENT,12
10/13/2012,DOUGLAS,20
10/13/2012,DUNKLIN,28
10/13/2012,FRANKLIN,155
10/13/2012,GASCONADE,30
10/13/2012,GENTRY,1
10/13/2012,GREENE,216
10/13/2012,GRUNDY,6
10/13/2012,HARRISON,4
10/13/2012,HENRY,14
10/13/2012,HICKORY,9
10/13/2012,HOLT,6
10/13/2012,HOWARD,4
10/13/2012,HOWELL,32
10/13/2012,IRON,16
10/13/2012,JACKSON,789
10/13/2012,JASPER,96
10/13/2012,JEFFERSON,270
10/13/2012,JOHNSON,50
10/13/2012,KNOX,5
10/13/2012,LACLEDE,52
10/13/2012,LAFAYETTE,24
10/13/2012,LAWRENCE,21
10/13/2012,LEWIS,3
10/13/2012,LINCOLN,76
10/13/2012,LINN,19
10/13/2012,LIVINGSTON,6
10/13/2012,MACON,10
10/13/2012,MADISON,17
10/13/2012,MARIES,2
10/13/2012,MARION,28
10/13/2012,MCDONALD,12
10/13/2012,MERCER,6
10/13/2012,MILLER,43
10/13/2012,MISSISSIPPI,19
10/13/2012,MONITEAU,14
10/13/2012,MONROE,7
10/13/2012,MONTGOMERY,11
10/13/2012,MORGAN,26
10/13/2012,NEW MADRID,32
10/13/2012,NEWTON,46
10/13/2012,NODAWAY,6
10/13/2012,OREGON,4
10/13/2012,OSAGE,3
10/13/2012,OZARK,8
10/13/2012,PEMISCOT,20
10/13/2012,PERRY,11
10/13/2012,PETTIS,28
10/13/2012,PHELPS,21
10/13/2012,PIKE,24
10/13/2012,PLATTE,85
10/13/2012,POLK,26
10/13/2012,PULASKI,24
10/13/2012,PUTNAM,3
10/13/2012,RALLS,16
10/13/2012,RANDOLPH,19
10/13/2012,RAY,24
10/13/2012,REYNOLDS,9
10/13/2012,RIPLEY,9
10/13/2012,SALINE,14
10/13/2012,SCHUYLER,6
10/13/2012,SCOTLAND,2
10/13/2012,SCOTT,35
10/13/2012,SHANNON,15
10/13/2012,SHELBY,4
10/13/2012,ST. CHARLES,406
10/13/2012,ST. CLAIR,5
10/13/2012,ST. FRANCOIS,68
10/13/2012,ST. LOUIS,990
10/13/2012,ST. LOUIS CITY,416
10/13/2012,STE. GENEVIEVE,21
10/13/2012,STODDARD,39
10/13/2012,STONE,42
10/13/2012,SULLIVAN,5
10/13/2012,TANEY,63
10/13/2012,TEXAS,30
10/13/2012,VERNON,14
10/13/2012,WARREN,41
10/13/2012,WASHINGTON,34
10/13/2012,WAYNE,15
10/13/2012,WEBSTER,30
10/13/2012,WORTH,1
10/13/2012,WRIGHT,20
10/13/2018,Adair,10
10/13/2018,Andrew,7
10/13/2018,Atchison,2
10/13/2018,Audrain,11
10/13/2018,Barry,16
10/13/2018,Barton,2
10/13/2018,Bates,10
10/13/2018,Benton,6
10/13/2018,Bollinger,3
10/13/2018,Boone,51
10/13/2018,Buchanan,33
10/13/2018,Butler,16
10/13/2018,Caldwell,2
10/13/2018,Callaway,17
10/13/2018,Camden,24
10/13/2018,Cape Girardeau,27
10/13/2018,Carroll,6
10/13/2018,Carter,3
10/13/2018,Cass,40
10/13/2018,Cedar,2
10/13/2018,Chariton,5
10/13/2018,Christian,20
10/13/2018,Clark,0
10/13/2018,Clay,77
10/13/2018,Clinton,10
10/13/2018,Cole,15
10/13/2018,Cooper,5
10/13/2018,Crawford,7
10/13/2018,Dade,0
10/13/2018,Dallas,12
10/13/2018,Daviess,7
10/13/2018,DeKalb,3
10/13/2018,Dent,8
10/13/2018,Douglas,4
10/13/2018,Dunklin,7
10/13/2018,Franklin,50
10/13/2018,Gasconade,6
10/13/2018,Gentry,0
10/13/2018,Greene,73
10/13/2018,Grundy,0
10/13/2018,Harrison,1
10/13/2018,Henry,14
10/13/2018,Hickory,2
10/13/2018,Holt,3
10/13/2018,Howard,3
10/13/2018,Howell,20
10/13/2018,Iron,7
10/13/2018,Jackson,378
10/13/2018,Jasper,34
10/13/2018,Jefferson,83
10/13/2018,Johnson,16
10/13/2018,Knox,3
10/13/2018,Laclede,11
10/13/2018,Lafayette,9
10/13/2018,Lawrence,9
10/13/2018,Lewis,1
10/13/2018,Lincoln,21
10/13/2018,Linn,3
10/13/2018,Livingston,4
10/13/2018,Macon,3
10/13/2018,Madison,3
10/13/2018,Maries,1
10/13/2018,Marion,12
10/13/2018,McDonald,12
10/13/2018,Mercer,2
10/13/2018,Miller,10
10/13/2018,Mississippi,8
10/13/2018,Moniteau,8
10/13/2018,Monroe,4
10/13/2018,Montgomery,2
10/13/2018,Morgan,8
10/13/2018,New Madrid,3
10/13/2018,Newton,15
10/13/2018,Nodaway,5
10/13/2018,Oregon,5
10/13/2018,Osage,3
10/13/2018,Ozark,7
10/13/2018,Pemiscot,11
10/13/2018,Perry,1
10/13/2018,Pettis,12
10/13/2018,Phelps,8
10/13/2018,Pike,4
10/13/2018,Platte,37
10/13/2018,Polk,14
10/13/2018,Pulaski,17
10/13/2018,Putnam,1
10/13/2018,Ralls,5
10/13/2018,Randolph,9
10/13/2018,Ray,11
10/13/2018,Reynolds,3
10/13/2018,Ripley,4
10/13/2018,Saline,9
10/13/2018,Schuyler,1
10/13/2018,Scotland,0
10/13/2018,Scott,27
10/13/2018,Shannon,9
10/13/2018,Shelby,3
10/13/2018,St. Charles,166
10/13/2018,St. Clair,3
10/13/2018,St. Francois,17
10/13/2018,St. Louis,400
10/13/2018,St. Louis City,212
10/13/2018,Ste. Genevieve,6
10/13/2018,Stoddard,14
10/13/2018,Stone,14
10/13/2018,Sullivan,6
10/13/2018,Taney,28
10/13/2018,Texas,7
10/13/2018,Vernon,7
10/13/2018,Warren,20
10/13/2018,Washington,11
10/13/2018,Wayne,13
10/13/2018,Webster,12
10/13/2018,Worth,0
10/13/2018,Wright,8
10/14/2017,Adair,6
10/14/2017,Andrew,9
10/14/2017,Atchison,0
10/14/2017,Audrain,10
10/14/2017,Barry,10
10/14/2017,Barton,2
10/14/2017,Bates,10
10/14/2017,Benton,9
10/14/2017,Bollinger,7
10/14/2017,Boone,40
10/14/2017,Buchanan,52
10/14/2017,Butler,12
10/14/2017,Caldwell,15
10/14/2017,Callaway,11
10/14/2017,Camden,21
10/14/2017,Cape Girardeau,45
10/14/2017,Carroll,11
10/14/2017,Carter,3
10/14/2017,Cass,51
10/14/2017,Cedar,5
10/14/2017,Chariton,1
10/14/2017,Christian,25
10/14/2017,Clark,1
10/14/2017,Clay,533
10/14/2017,Clinton,38
10/14/2017,Cole,24
10/14/2017,Cooper,8
10/14/2017,Crawford,9
10/14/2017,Dade,1
10/14/2017,Dallas,5
10/14/2017,Daviess,11
10/14/2017,DeKalb,4
10/14/2017,Dent,0
10/14/2017,Douglas,7
10/14/2017,Dunklin,14
10/14/2017,Franklin,40
10/14/2017,Gasconade,7
10/14/2017,Gentry,2
10/14/2017,Greene,106
10/14/2017,Grundy,3
10/14/2017,Harrison,0
10/14/2017,Henry,12
10/14/2017,Hickory,1
10/14/2017,Holt,1
10/14/2017,Howard,4
10/14/2017,Howell,14
10/14/2017,Iron,8
10/14/2017,Jackson,616
10/14/2017,Jasper,43
10/14/2017,Jefferson,102
10/14/2017,Johnson,22
10/14/2017,Knox,0
10/14/2017,Laclede,20
10/14/2017,Lafayette,29
10/14/2017,Lawrence,11
10/14/2017,Lewis,1
10/14/2017,Lincoln,25
10/14/2017,Linn,29
10/14/2017,Livingston,7
10/14/2017,Macon,8
10/14/2017,Madison,6
10/14/2017,Maries,1
10/14/2017,Marion,11
10/14/2017,McDonald,7
10/14/2017,Mercer,1
10/14/2017,Miller,19
10/14/2017,Mississippi,7
10/14/2017,Moniteau,1
10/14/2017,Monroe,4
10/14/2017,Montgomery,5
10/14/2017,Morgan,12
10/14/2017,New Madrid,9
10/14/2017,Newton,23
10/14/2017,Nodaway,3
10/14/2017,Oregon,5
10/14/2017,Osage,4
10/14/2017,Ozark,1
10/14/2017,Pemiscot,9
10/14/2017,Perry,9
10/14/2017,Pettis,19
10/14/2017,Phelps,16
10/14/2017,Pike,6
10/14/2017,Platte,59
10/14/2017,Polk,15
10/14/2017,Pulaski,6
10/14/2017,Putnam,0
10/14/2017,Ralls,1
10/14/2017,Randolph,4
10/14/2017,Ray,80
10/14/2017,Reynolds,1
10/14/2017,Ripley,4
10/14/2017,Saline,10
10/14/2017,Schuyler,2
10/14/2017,Scotland,2
10/14/2017,Scott,22
10/14/2017,Shannon,5
10/14/2017,Shelby,2
10/14/2017,St. Charles,179
10/14/2017,St. Clair,4
10/14/2017,St. Francois,35
10/14/2017,St. Louis,503
10/14/2017,St. Louis City,222
10/14/2017,Ste. Genevieve,3
10/14/2017,Stoddard,18
10/14/2017,Stone,15
10/14/2017,Sullivan,2
10/14/2017,Taney,29
10/14/2017,Texas,9
10/14/2017,Vernon,3
10/14/2017,Warren,19
10/14/2017,Washington,15
10/14/2017,Wayne,2
10/14/2017,Webster,11
10/14/2017,Worth,0
10/14/2017,Wright,7
10/15/2011,ADAIR,18
10/15/2011,ANDREW,15
10/15/2011,ATCHISON,1
10/15/2011,AUDRAIN,23
10/15/2011,BARRY,32
10/15/2011,BARTON,4
10/15/2011,BATES,27
10/15/2011,BENTON,16
10/15/2011,BOLLINGER,12
10/15/2011,BOONE,125
10/15/2011,BUCHANAN,117
10/15/2011,BUTLER,58
10/15/2011,CALDWELL,9
10/15/2011,CALLAWAY,45
10/15/2011,CAMDEN,71
10/15/2011,CAPE GIRARDEAU,70
10/15/2011,CARROLL,6
10/15/2011,CARTER,7
10/15/2011,CASS,163
10/15/2011,CEDAR,16
10/15/2011,CHARITON,8
10/15/2011,CHRISTIAN,61
10/15/2011,CLARK,4
10/15/2011,CLAY,218
10/15/2011,CLINTON,15
10/15/2011,COLE,59
10/15/2011,COOPER,15
10/15/2011,CRAWFORD,31
10/15/2011,DADE,6
10/15/2011,DALLAS,22
10/15/2011,DAVIESS,3
10/15/2011,DEKALB,5
10/15/2011,DENT,23
10/15/2011,DOUGLAS,17
10/15/2011,DUNKLIN,46
10/15/2011,FRANKLIN,141
10/15/2011,GASCONADE,20
10/15/2011,GENTRY,2
10/15/2011,GREENE,275
10/15/2011,GRUNDY,6
10/15/2011,HARRISON,7
10/15/2011,HENRY,22
10/15/2011,HICKORY,5
10/15/2011,HOLT,1
10/15/2011,HOWARD,18
10/15/2011,HOWELL,138
10/15/2011,IRON,15
10/15/2011,JACKSON,949
10/15/2011,JASPER,77
10/15/2011,JEFFERSON,292
10/15/2011,JOHNSON,59
10/15/2011,KNOX,18
10/15/2011,LACLEDE,42
10/15/2011,LAFAYETTE,44
10/15/2011,LAWRENCE,36
10/15/2011,LEWIS,3
10/15/2011,LINCOLN,97
10/15/2011,LINN,16
10/15/2011,LIVINGSTON,7
10/15/2011,MACON,18
10/15/2011,MADISON,14
10/15/2011,MARIES,8
10/15/2011,MARION,14
10/15/2011,MCDONALD,57
10/15/2011,MERCER,2
10/15/2011,MILLER,65
10/15/2011,MISSISSIPPI,37
10/15/2011,MONITEAU,18
10/15/2011,MONROE,9
10/15/2011,MONTGOMERY,12
10/15/2011,MORGAN,28
10/15/2011,NEW MADRID,25
10/15/2011,NEWTON,32
10/15/2011,NODAWAY,10
10/15/2011,OREGON,10
10/15/2011,OSAGE,5
10/15/2011,OZARK,13
10/15/2011,PEMISCOT,22
10/15/2011,PERRY,13
10/15/2011,PETTIS,44
10/15/2011,PHELPS,47
10/15/2011,PIKE,71
10/15/2011,PLATTE,81
10/15/2011,POLK,31
10/15/2011,PULASKI,46
10/15/2011,PUTNAM,7
10/15/2011,RALLS,14
10/15/2011,RANDOLPH,21
10/15/2011,RAY,27
10/15/2011,REYNOLDS,15
10/15/2011,RIPLEY,9
10/15/2011,SALINE,16
10/15/2011,SCHUYLER,2
10/15/2011,SCOTLAND,1
10/15/2011,SCOTT,70
10/15/2011,SHANNON,9
10/15/2011,SHELBY,4
10/15/2011,ST. CHARLES,536
10/15/2011,ST. CLAIR,9
10/15/2011,ST. FRANCOIS,83
10/15/2011,ST. LOUIS,1237
10/15/2011,ST. LOUIS CITY,434
10/15/2011,STE. GENEVIEVE,28
10/15/2011,STODDARD,42
10/15/2011,STONE,103
10/15/2011,SULLIVAN,13
10/15/2011,TANEY,90
10/15/2011,TEXAS,23
10/15/2011,VERNON,15
10/15/2011,WARREN,53
10/15/2011,WASHINGTON,34
10/15/2011,WAYNE,17
10/15/2011,WEBSTER,31
10/15/2011,WORTH,0
10/15/2011,WRIGHT,12
10/15/2016,ADAIR,12
10/15/2016,ANDREW,6
10/15/2016,ATCHISON,1
10/15/2016,AUDRAIN,9
10/15/2016,BARRY,5
10/15/2016,BARTON,2
10/15/2016,BATES,6
10/15/2016,BENTON,7
10/15/2016,BOLLINGER,2
10/15/2016,BOONE,37
10/15/2016,BUCHANAN,65
10/15/2016,BUTLER,23
10/15/2016,CALDWELL,3
10/15/2016,CALLAWAY,13
10/15/2016,CAMDEN,32
10/15/2016,CAPE GIRARDEAU,45
10/15/2016,CARROLL,2
10/15/2016,CARTER,2
10/15/2016,CASS,24
10/15/2016,CEDAR,4
10/15/2016,CHARITON,4
10/15/2016,CHRISTIAN,38
10/15/2016,CLARK,0
10/15/2016,CLAY,88
10/15/2016,CLINTON,8
10/15/2016,COLE,21
10/15/2016,COOPER,7
10/15/2016,CRAWFORD,16
10/15/2016,DADE,1
10/15/2016,DALLAS,8
10/15/2016,DAVIESS,6
10/15/2016,DEKALB,3
10/15/2016,DENT,9
10/15/2016,DOUGLAS,6
10/15/2016,DUNKLIN,17
10/15/2016,FRANKLIN,51
10/15/2016,GASCONADE,10
10/15/2016,GENTRY,3
10/15/2016,GREENE,158
10/15/2016,GRUNDY,2
